,Unnamed: 0,Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
0,0,55,0,0,1,0.5215244532810175,1.3435446753223914,4.782967232892133,5.315961984113528,10.016332539903487,16.265579488477215,17.60915085932129,21.015540450846856,2.75,4.75,1.75,2.5,1,2,1750,55,0,1,735,determined,0.0,0,1,46
1,1,58,0,0,1,0.5935189854535565,1.911708034364892,26.032312186944186,26.625868838682443,30.26565628381468,33.51501074586213,35.42674474436444,41.264892718741066,1.75,1.75,4.75,1.75,1,2,1750,55,0,1,793,excited,0.0,0,0,47
2,2,54,0,0,1,0.5046978633708932,1.490858977795142,45.53168520786493,46.03642110321289,50.764970062617074,54.014345369113464,55.505230676738385,59.764238678447335,2.75,1.75,2.75,2.5,0,2,1750,55,0,1,793,enthusiastic,0.0,0,0,47
3,3,49,0,0,1,0.4328869086248233,1.7529077091912768,64.78102138530721,65.23063102729158,70.01440424553857,74.26381063586177,76.01674394349901,80.01376209023692,2.75,2.75,2.75,2.5,0,2,1750,55,0,1,793,inspired,0.0,0,0,47
4,4,52,0,0,1,0.6240206308839333,2.0480285356843524,85.03035427152099,85.65441330007435,90.28044560311899,93.51310073610149,95.56115596730888,99.2629925826677,2.75,1.75,2.75,1.75,0,2,1750,55,0,1,793,active,0.0,0,1,47
5,5,47,0,0,1,0.8370655258049737,1.3354526408638776,103.5297766608728,104.36688021865484,110.77974292577801,115.01240244706514,116.34788141775879,119.76234329637009,4.75,2.75,1.75,1.75,0,2,1750,55,0,1,793,interested,0.0,0,0,47
6,6,46,0,0,1,0.5562238781576525,0.7511812768570962,124.02913139718842,124.59535731956476,129.2791492246779,133.5119257674323,134.2631326427363,138.26176605141427,2.75,2.75,1.75,2.5,0,2,1750,55,0,1,793,upset,0.0,0,0,47
7,7,45,0,0,1,0.5483340714217775,1.8142741322953952,143.27859776101374,143.8448591555216,147.52886316204422,153.7613365460602,155.57563700818537,158.5112627676817,1.75,4.75,1.75,1.75,1,2,1750,55,0,1,838,irritable,0.0,0,1,47
8,8,68,0,0,2,1.6993228479659592,1.803629201391232,162.7779912606902,164.49429538631918,168.02788182733366,171.26063606287153,173.06429195978401,176.01072794300762,2.75,1.75,1.75,3.25,0,2,1750,55,0,1,838,jittery,0.0,0,0,48
9,9,73,0,0,2,0.4663861320786964,1.2125051334023738,181.77750891282997,182.26034533766327,186.02743275745343,190.26029962615303,191.47283182076993,195.02670832143303,1.75,2.75,1.75,2.5,1,2,1750,55,0,1,911,distressed,0.0,0,1,49
