,Unnamed: 0,Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
0,0,31,0,0,22,0.0,1.7712357256141331,0.0,0.0,0.0,4.049285599614905,5.820547289462412,10.049735036830953,4.75,4.75,2.75,2.5,0,1,1750,55,1,0,0,attentive,1.6500000000000006,2,0,8
1,1,33,0,0,2,0.3959724720621125,0.9922026848480529,27.29907651440044,27.6950906755128,34.297083850942265,40.78155961662196,41.77379228833024,46.79851316368331,4.75,4.75,2.75,3.25,0,1,1750,55,1,0,0,strong,0.0,0,1,8
2,2,51,0,0,1,0.3803240848246787,0.0,52.29834366478235,52.69782533092529,56.284625773121654,0.0,0.0,0.0,1.75,4.75,1.75,1.75,1,1,1750,55,1,0,0,guilty,-0.5499999999999998,1,1,9
3,3,48,0,0,1,0.8323237147433247,1.184490137431112,70.047812952203,70.89732754903889,75.03060780806662,78.53053887485656,79.71505607360132,84.5309224872567,2.75,1.75,2.75,1.75,1,1,1750,55,1,0,48,inspired,0.0,0,1,10
4,4,45,0,0,1,0.442472219184765,1.0665583970339867,88.547307015353,88.98981799804096,93.53008541501276,100.02994882851955,101.09653318978691,105.03027392997228,2.75,4.75,1.75,1.75,0,1,1750,55,1,0,48,hostile,0.0,0,0,11
5,5,45,0,0,1,0.3806137140154533,0.0,109.04675170989141,109.44623886143565,113.02970052268574,0.0,0.0,0.0,1.75,2.75,4.75,1.75,1,1,1750,55,1,0,48,afraid,-0.5,1,0,12
6,6,36,0,0,2,0.5165777970701129,0.7919102032487899,127.7963614235864,128.31297834985253,132.77925172543337,136.27881307617326,137.07074960934824,142.29605296118459,2.75,1.75,2.75,1.75,0,1,1750,55,1,0,48,scared,0.0,0,0,12
7,7,49,0,0,1,0.2687173778608667,1.126939500777098,146.2957194487831,146.5785610036969,153.2786196243528,156.77833566341,157.90530185980742,161.795891873232,4.75,1.75,1.75,2.5,0,1,1750,55,1,0,48,afraid,0.0,0,0,13
8,8,49,0,0,11,0.0,1.1569420862297193,0.0,0.0,0.0,165.77813782326848,166.93510623942484,171.79579569586167,1.75,2.75,2.75,3.25,1,1,1750,55,1,0,97,alert,0.45,2,0,13
9,9,46,0,0,1,0.5380915411092246,1.13209650942008,184.7946130433338,185.3327426165588,188.77750005393997,192.27738284919812,193.40951373379949,198.29427825100535,1.75,1.75,2.75,1.75,1,1,1750,55,1,0,143,nervous,0.0,0,1,14
10,10,47,0,0,1,0.3622335969125743,2.404311744865936,202.29408004517063,202.660317253672,206.2774845119693,209.7767569649059,212.18109613677825,214.79369003313562,1.75,1.75,1.75,3.25,0,1,1750,55,1,0,143,proud,0.0,0,1,15
11,11,47,0,0,1,0.4742930323336623,0.9307844745590046,220.29363755612943,220.76796898627254,224.2929957641732,227.79297766234868,228.72378919822086,232.79323291635774,1.75,1.75,1.75,3.25,1,1,1750,55,1,0,190,proud,0.0,0,0,16
12,12,43,0,0,1,0.2768013966560829,1.0340215561645891,238.30967723532834,238.59248697491512,242.29263775031268,245.79235854338455,246.8264071608628,250.79285808060013,1.75,1.75,1.75,2.5,0,1,1750,55,1,0,190,inspired,0.0,0,0,17
13,13,30,0,0,2,0.19513803281006406,1.2949335736184366,255.5590944114365,255.7542679165099,262.5420618745957,269.0419274822634,270.33688738580804,275.04213739028734,4.75,4.75,2.75,1.75,0,1,1750,55,1,0,190,interested,0.0,0,1,17
14,14,42,0,0,1,1.1919850241229142,1.0091054005242768,279.0586272380897,280.2581649284648,286.04165577205004,290.54131951694853,291.550451247399,295.5416007351905,4.75,2.75,1.75,2.5,1,1,1750,55,1,0,232,interested,0.0,0,1,18
15,15,32,0,0,2,0.5842833743699885,0.8304553870484597,300.3079226382879,300.89224404477415,307.29082244816436,311.7905549434254,312.6210366604,316.79094001859903,4.75,2.75,1.75,1.75,1,1,1750,55,1,0,264,irritable,0.0,0,0,18
16,16,46,0,0,1,0.2632155203218645,1.229537715974402,320.80754030581465,321.0901832892005,325.7902846959869,329.28997659927785,330.5195406451785,334.2903444868607,2.75,1.75,1.75,2.5,0,1,1750,55,1,0,264,irritable,0.0,0,0,19
17,17,33,0,0,2,0.3846418270632057,0.9616844716701962,339.05678341185376,339.44146363672644,343.03976842829707,349.53953712720795,350.5012479288044,354.53991306004633,1.75,4.75,1.75,3.25,1,1,1750,55,1,0,297,jittery,0.0,0,1,19
18,18,48,0,0,1,0.1706640005177178,1.0558220038465151,360.0562732695298,360.2389989361982,365.03908970130584,369.538968839629,370.59481680770836,375.5395758907107,2.75,2.75,2.75,2.5,0,1,1750,55,1,0,297,active,0.0,0,1,20
19,19,35,0,0,2,0.2448445455547699,0.7642184345322676,380.30570617045487,380.55520818743753,384.2894426868816,387.7882298646464,388.5524760918788,392.80536845257933,1.75,1.75,1.75,2.5,0,1,1750,55,1,0,297,scared,0.0,0,1,20
20,20,57,0,0,1,0.29373080795176065,1.3740454944563678,397.5552623100639,397.8490318815184,401.5381149454879,405.0378540232314,406.4119262133072,411.0549809089752,1.75,1.75,2.75,1.75,1,1,1750,55,1,0,354,proud,0.0,0,1,21
21,21,39,0,0,2,0.0008996058195407387,1.6142567043489182,415.05486608124016,415.0708816246734,420.0375643940406,424.5374197622923,426.1517027965674,429.55421423271486,2.75,2.75,1.75,1.75,0,1,1750,55,1,0,354,ashamed,0.0,0,1,21
22,22,41,0,0,2,0.5443050380481509,0.0,433.55410123344785,434.1037351560472,437.53694874916437,0.0,0.0,0.0,1.75,2.75,1.75,3.25,0,1,1750,55,1,0,354,distressed,-0.2,1,1,21
23,23,39,0,0,2,0.30613768869352503,1.088437103108845,450.80373599714216,451.1099109865645,455.78648258147405,459.2863430694333,460.3748072338549,464.3033364770781,2.75,1.75,1.75,1.75,0,1,1750,55,1,0,354,irritable,0.0,0,1,21
24,24,56,0,0,1,0.29628919913466234,1.0630400606169133,468.30318178876036,468.60288912431406,472.3027147982602,475.7862883982671,476.8493547888102,483.802971697889,1.75,1.75,4.75,1.75,0,1,1750,55,1,0,354,nervous,0.0,0,0,22
25,25,57,0,0,1,0.3937640494841617,1.1591037000498543,487.81937414496315,488.2131758608703,494.8022103241837,499.3018594413452,500.46098983701444,504.302227328928,4.75,2.75,1.75,2.5,1,1,1750,55,1,0,411,attentive,0.0,0,1,23
26,26,55,0,0,1,0.3228151372204593,1.2262139284575824,509.06882971888086,509.40151309310477,513.051559481315,516.5513793773043,517.7776200013823,521.5522435108613,1.75,1.75,1.75,1.75,1,1,1750,55,1,0,466,irritable,0.0,0,0,24
27,27,54,0,0,1,0.3620697662599923,1.4271964735453366,525.5681595856839,525.9343792409009,529.5510710977496,533.0510343455609,534.4782575147257,539.0513327513937,1.75,1.75,2.75,3.25,0,1,1750,55,1,0,466,nervous,0.0,0,0,25
28,28,55,0,0,1,0.20516863769353225,1.0163432047393144,544.5678454550343,544.7730528562306,548.5506286087084,552.0504400937499,553.0668103598027,560.0507651952021,1.75,1.75,4.75,2.5,0,1,1750,55,1,0,466,afraid,0.0,0,0,26
29,29,54,0,0,1,1.3523386642900732,1.0086146399507925,564.8170417523152,566.1832848119111,569.8000183578098,573.2997552413926,574.3083962112705,581.300135562552,2.75,1.75,4.75,2.5,1,1,1750,55,1,0,520,determined,0.0,0,1,27
30,30,35,0,0,2,0.39821636690157897,1.000646911664262,586.0667258846215,586.4825730628037,591.0493916507074,595.5492214204196,596.5498946620099,600.5495827255207,2.75,2.75,1.75,1.75,1,1,1750,55,1,0,555,attentive,0.0,0,0,27
31,31,58,0,0,1,0.30452498070008005,1.7948094207013128,604.5660835441249,604.882293892445,608.5491054956046,612.0488054441512,613.8436415604729,618.0491963704197,1.75,1.75,2.75,1.75,0,1,1750,55,1,0,555,afraid,0.0,0,0,28
