9.016091	1.500000	-4.251510
27.515503	1.500000	-4.251510
45.764935	1.500000	-4.251510
65.764275	1.500000	-4.251510
85.263657	1.500000	-4.251510
148.528384	1.500000	1.148490
167.027703	1.500000	7.748490
184.527229	1.500000	9.148490
204.026525	1.500000	6.128490
243.025301	1.500000	-4.251510
260.274747	1.500000	9.528490
282.774032	1.500000	1.394490
316.772943	1.500000	-2.865310
396.287101	1.500000	-0.281170
416.786411	1.500000	5.796290
457.535159	1.500000	-2.284970
477.534485	1.500000	-1.628088
500.033770	1.500000	-3.415115
517.533185	1.500000	1.293957
551.532123	1.500000	-0.666033
572.781437	1.500000	-2.741676
609.780277	1.500000	-3.194626
669.045027	1.500000	1.030617
689.544411	1.500000	4.831211
711.543747	1.500000	-4.251510
752.042411	1.500000	2.390585
770.041816	1.500000	-3.602043
