60.014626	1.500000	1.000000
116.013039	1.500000	1.000000
134.512526	1.500000	1.000000
193.760864	1.500000	1.000000
211.260412	1.500000	1.000000
231.526456	1.500000	1.000000
252.025874	1.500000	1.000000
309.024324	1.500000	1.000000
347.023333	1.500000	1.000000
383.022288	1.500000	1.000000
402.271648	1.500000	1.000000
422.771119	1.500000	1.000000
467.769803	1.500000	1.000000
527.284858	1.500000	1.000000
550.534229	1.500000	1.000000
634.531793	1.500000	1.000000
652.031429	1.500000	1.000000
723.029371	1.500000	1.000000
