35.265949	1.500000	5.500000
77.526469	1.500000	13.500000
172.519461	1.500000	10.500000
191.520923	1.500000	16.500000
253.519981	1.500000	-16.500000
274.023725	1.500000	-17.500000
293.526607	1.500000	-19.500000
313.028794	1.500000	22.500000
353.771447	1.500000	17.500000
391.273934	1.500000	-10.500000
448.529586	1.500000	-11.500000
507.289006	1.500000	15.500000
625.039398	1.500000	-21.500000
664.545779	1.500000	3.500000
684.533316	1.500000	7.500000
701.046813	1.500000	5.500000
740.786788	1.500000	-15.500000
761.291590	1.500000	-5.500000
