4.776293	0.916548	1.000000
25.280840	0.922609	1.000000
42.529183	1.156548	1.000000
63.785109	0.893932	1.000000
82.285963	0.980513	1.000000
100.786951	0.941176	1.000000
117.283770	1.174739	1.000000
140.292885	1.638045	1.000000
158.543265	1.895205	1.000000
176.042136	1.360820	1.000000
194.542849	1.523550	1.000000
216.782795	0.781929	1.000000
237.789261	1.423907	1.000000
256.791173	1.752489	1.000000
299.803330	1.062050	1.000000
317.302614	1.351268	1.000000
337.790266	0.797057	1.000000
355.289088	1.315832	1.000000
377.296566	0.420641	1.000000
419.040069	1.436972	1.000000
478.299460	0.610881	1.000000
516.803201	0.552033	1.000000
536.306409	1.004337	1.000000
553.554571	1.590532	1.000000
574.059404	1.041225	1.000000
593.311499	0.883474	1.000000
609.808653	0.498982	1.000000
628.058968	1.090121	1.000000
649.064218	0.945303	1.000000
668.550204	0.844763	1.000000
689.054891	0.723550	1.000000
706.303281	0.322642	1.000000
726.807475	0.462662	1.000000
746.309447	1.342226	1.000000
