9.033058	1.500000	1.000000
26.532685	1.500000	1.000000
53.531867	1.500000	1.000000
72.531563	1.500000	1.000000
92.030965	1.500000	1.000000
130.029776	1.500000	1.000000
148.029717	1.500000	1.000000
170.279250	1.500000	1.000000
187.528885	1.500000	1.000000
209.544965	1.500000	1.000000
231.527912	1.500000	1.000000
249.794075	1.500000	1.000000
269.293755	1.500000	1.000000
286.793010	1.500000	1.000000
306.042192	1.500000	1.000000
323.542059	1.500000	1.000000
345.541386	1.500000	1.000000
366.790948	1.500000	1.000000
387.290507	1.500000	1.000000
406.789953	1.500000	1.000000
444.039148	1.500000	1.000000
464.538499	1.500000	1.000000
500.304200	1.500000	1.000000
539.303387	1.500000	1.000000
556.802797	1.500000	1.000000
598.551901	1.500000	1.000000
615.051532	1.500000	1.000000
638.551126	1.500000	1.000000
655.800654	1.500000	1.000000
679.050050	1.500000	1.000000
700.549401	1.500000	1.000000
717.799158	1.500000	1.000000
734.298623	1.500000	1.000000
770.298145	1.500000	1.000000
