,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
2,2,2,48.0,50.0,-2.0,1,1,0.0
3,3,2,48.0,54.0,-6.0,1,0,1.0
4,4,2,48.0,61.0,-13.0,1,1,0.0
5,5,2,48.0,60.0,-12.0,1,1,1.0
6,6,2,48.0,64.0,-16.0,0,1,1.0
7,7,2,48.0,65.0,-17.0,0,1,1.0
8,8,2,48.0,64.0,-16.0,1,1,1.0
9,9,2,48.0,65.0,-17.0,1,1,1.0
10,10,2,48.0,66.0,-18.0,1,0,1.0
11,11,2,48.0,66.0,-18.0,0,0,0.0
12,12,2,48.0,65.0,-17.0,1,1,0.0
13,13,2,48.0,65.0,-17.0,1,0,1.0
14,14,1,73.0,65.0,8.0,0,0,0.0
15,15,1,71.0,65.0,6.0,1,1,0.0
16,16,1,76.0,65.0,11.0,0,1,1.0
17,19,1,83.0,65.0,18.0,1,1,1.0
18,20,1,82.0,65.0,17.0,0,1,1.0
19,21,1,85.0,65.0,20.0,0,1,1.0
20,22,1,81.0,65.0,16.0,0,1,1.0
21,23,1,77.0,65.0,12.0,0,0,1.0
22,24,2,77.0,50.0,27.0,0,1,0.0
23,26,1,80.0,50.0,30.0,0,0,1.0
24,27,1,80.0,50.0,30.0,1,1,0.0
25,29,1,84.0,50.0,34.0,1,0,1.0
26,30,1,81.0,50.0,31.0,0,1,0.0
27,31,1,79.0,50.0,29.0,1,1,1.0
28,32,1,79.0,50.0,29.0,0,0,1.0
29,33,1,80.0,50.0,30.0,1,1,0.0
30,34,1,82.0,50.0,32.0,1,0,1.0
31,35,2,82.0,54.0,28.0,0,0,0.0
32,36,1,88.0,54.0,34.0,0,0,0.0
33,37,1,86.0,54.0,32.0,0,0,0.0
34,38,1,87.0,54.0,33.0,1,0,0.0
35,39,2,87.0,50.0,37.0,1,0,0.0
36,0,1,87.0,50.0,37.0,1,1,0.0
37,1,1,81.0,50.0,31.0,1,1,1.0
38,2,1,78.0,50.0,28.0,0,0,1.0
39,3,2,78.0,54.0,24.0,0,1,0.0
40,4,2,78.0,47.0,31.0,0,0,1.0
41,5,1,81.0,47.0,34.0,0,1,0.0
42,6,2,81.0,48.0,33.0,1,0,1.0
43,7,1,80.0,48.0,32.0,1,1,0.0
44,8,1,79.0,48.0,31.0,1,1,1.0
45,9,1,79.0,48.0,31.0,1,1,1.0
46,10,1,74.0,48.0,26.0,1,1,1.0
47,11,1,74.0,48.0,26.0,0,0,1.0
48,12,2,74.0,55.0,19.0,0,1,0.0
49,13,1,70.0,55.0,15.0,1,1,1.0
50,14,1,70.0,55.0,15.0,0,0,1.0
51,15,1,72.0,55.0,17.0,1,1,0.0
52,16,1,68.0,55.0,13.0,1,1,1.0
53,17,2,68.0,57.0,11.0,0,1,1.0
54,18,1,67.0,57.0,10.0,1,0,1.0
55,19,1,62.0,57.0,5.0,0,1,0.0
56,20,1,60.0,57.0,3.0,0,1,1.0
57,21,2,60.0,50.0,10.0,1,0,1.0
58,22,1,53.0,50.0,3.0,1,0,0.0
59,23,1,51.0,50.0,1.0,0,0,0.0
60,24,1,48.0,50.0,-2.0,1,0,0.0
61,26,1,52.0,50.0,2.0,0,1,0.0
62,27,2,52.0,45.0,7.0,1,0,1.0
63,28,1,49.0,45.0,4.0,1,0,0.0
64,29,1,49.0,45.0,4.0,0,0,0.0
65,30,2,49.0,47.0,2.0,0,0,0.0
66,32,1,43.0,47.0,-4.0,0,1,0.0
67,33,1,42.0,47.0,-5.0,1,1,1.0
68,34,1,42.0,47.0,-5.0,1,0,1.0
69,35,2,42.0,42.0,0.0,1,1,0.0
70,37,2,42.0,41.0,1.0,0,0,1.0
71,38,1,39.0,41.0,-2.0,1,0,0.0
72,39,2,39.0,38.0,1.0,0,0,0.0
73,0,1,36.0,38.0,-2.0,0,1,0.0
74,2,1,37.0,38.0,-1.0,0,0,1.0
75,3,2,37.0,36.0,1.0,1,0,0.0
76,4,1,37.0,36.0,1.0,1,1,0.0
77,5,2,37.0,37.0,0.0,0,1,1.0
78,6,1,40.0,37.0,3.0,1,1,1.0
79,7,1,42.0,37.0,5.0,1,0,1.0
80,8,2,42.0,47.0,-5.0,1,1,0.0
81,9,1,44.0,47.0,-3.0,0,1,1.0
82,11,2,44.0,51.0,-7.0,0,1,1.0
83,12,1,38.0,51.0,-13.0,1,1,1.0
84,14,2,38.0,52.0,-14.0,0,0,1.0
85,15,1,41.0,52.0,-11.0,0,1,0.0
86,16,1,41.0,52.0,-11.0,1,1,1.0
87,17,1,41.0,52.0,-11.0,0,0,1.0
88,18,2,41.0,52.0,-11.0,1,0,0.0
89,19,1,41.0,52.0,-11.0,1,0,0.0
90,20,2,41.0,57.0,-16.0,0,0,0.0
91,21,1,36.0,57.0,-21.0,0,0,0.0
92,22,2,36.0,54.0,-18.0,1,1,0.0
93,23,2,36.0,54.0,-18.0,1,1,1.0
94,24,2,36.0,51.0,-15.0,1,0,1.0
95,25,1,39.0,51.0,-12.0,0,1,0.0
96,26,1,43.0,51.0,-8.0,0,1,1.0
97,27,1,46.0,51.0,-5.0,0,0,1.0
98,28,2,46.0,63.0,-17.0,1,0,0.0
99,29,2,46.0,61.0,-15.0,0,0,0.0
100,30,1,43.0,61.0,-18.0,0,0,0.0
101,31,2,43.0,72.0,-29.0,0,0,0.0
102,33,1,41.0,72.0,-31.0,1,1,0.0
103,34,1,44.0,72.0,-28.0,0,0,1.0
104,35,2,44.0,72.0,-28.0,1,0,0.0
105,36,2,44.0,77.0,-33.0,0,1,0.0
106,37,1,41.0,77.0,-36.0,1,1,1.0
107,39,2,41.0,76.0,-35.0,0,0,1.0
108,0,1,40.0,76.0,-36.0,0,0,0.0
109,1,1,36.0,76.0,-40.0,1,1,0.0
110,2,1,39.0,76.0,-37.0,1,1,1.0
111,3,2,39.0,82.0,-43.0,0,1,1.0
112,4,2,39.0,87.0,-48.0,0,1,1.0
113,5,2,39.0,84.0,-45.0,1,1,1.0
114,6,2,39.0,83.0,-44.0,1,1,1.0
115,7,2,39.0,86.0,-47.0,1,1,1.0
116,8,2,39.0,83.0,-44.0,0,1,1.0
117,9,2,39.0,82.0,-43.0,0,1,1.0
118,10,2,39.0,83.0,-44.0,0,0,1.0
119,11,1,42.0,83.0,-41.0,0,1,0.0
120,12,2,42.0,84.0,-42.0,1,0,1.0
121,13,2,42.0,84.0,-42.0,0,0,0.0
122,15,2,42.0,83.0,-41.0,1,0,0.0
123,16,1,49.0,83.0,-34.0,1,0,0.0
124,17,2,49.0,78.0,-29.0,1,1,0.0
125,18,2,49.0,74.0,-25.0,0,1,1.0
126,19,2,49.0,72.0,-23.0,0,1,1.0
127,20,2,49.0,68.0,-19.0,1,0,1.0
128,21,2,49.0,64.0,-15.0,0,0,0.0
129,23,2,49.0,62.0,-13.0,1,0,0.0
130,24,2,49.0,62.0,-13.0,0,0,0.0
131,26,2,49.0,57.0,-8.0,1,0,0.0
132,27,1,41.0,57.0,-16.0,0,1,0.0
133,28,1,39.0,57.0,-18.0,0,1,1.0
134,29,1,36.0,57.0,-21.0,0,1,1.0
135,30,1,37.0,57.0,-20.0,1,1,1.0
136,31,1,37.0,57.0,-20.0,1,0,1.0
137,32,2,37.0,65.0,-28.0,1,0,0.0
138,33,2,37.0,72.0,-35.0,1,0,0.0
139,34,2,37.0,69.0,-32.0,1,0,0.0
140,35,2,37.0,72.0,-35.0,0,0,0.0
141,36,1,34.0,72.0,-38.0,0,0,0.0
142,37,1,36.0,72.0,-36.0,0,1,0.0
143,38,2,36.0,71.0,-35.0,1,1,1.0
144,39,2,36.0,69.0,-33.0,0,0,1.0
