,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
6,6,2,76.0,57.0,19.0,1,1,1.0
7,7,1,82.0,57.0,25.0,1,0,1.0
8,8,1,82.0,57.0,25.0,1,0,0.0
9,9,1,77.0,57.0,20.0,1,1,0.0
10,10,1,78.0,57.0,21.0,0,1,1.0
11,11,1,79.0,57.0,22.0,0,0,1.0
12,12,1,82.0,57.0,25.0,1,1,0.0
13,13,1,80.0,57.0,23.0,1,1,1.0
14,14,1,82.0,57.0,25.0,1,1,1.0
15,15,1,75.0,57.0,18.0,0,0,1.0
16,16,1,77.0,57.0,20.0,0,0,0.0
17,17,1,79.0,57.0,22.0,0,0,0.0
18,18,1,84.0,57.0,27.0,0,1,0.0
19,19,1,79.0,57.0,22.0,1,1,1.0
20,20,1,82.0,57.0,25.0,1,1,1.0
21,21,1,79.0,57.0,22.0,0,1,1.0
22,23,1,78.0,57.0,21.0,0,0,1.0
23,24,1,75.0,57.0,18.0,1,1,0.0
24,25,1,78.0,57.0,21.0,1,0,1.0
25,26,1,76.0,57.0,19.0,0,1,0.0
26,28,1,76.0,57.0,19.0,1,1,1.0
27,29,1,78.0,57.0,21.0,0,1,1.0
28,30,1,80.0,57.0,23.0,1,0,1.0
29,31,1,79.0,57.0,22.0,0,1,0.0
30,32,1,75.0,57.0,18.0,0,0,1.0
31,33,1,68.0,57.0,11.0,1,0,0.0
32,34,1,67.0,57.0,10.0,1,0,0.0
33,35,2,67.0,58.0,9.0,0,0,0.0
34,36,1,64.0,58.0,6.0,0,1,0.0
35,37,2,64.0,50.0,14.0,1,0,1.0
36,39,1,57.0,50.0,7.0,0,0,0.0
37,0,2,57.0,56.0,1.0,0,1,0.0
38,1,1,57.0,56.0,1.0,0,0,1.0
39,2,2,57.0,63.0,-6.0,1,1,0.0
40,3,1,51.0,63.0,-12.0,1,1,1.0
41,4,2,51.0,61.0,-10.0,1,0,1.0
42,6,2,51.0,64.0,-13.0,0,0,0.0
43,7,2,51.0,64.0,-13.0,0,0,0.0
44,8,2,51.0,62.0,-11.0,0,1,0.0
45,9,1,42.0,62.0,-20.0,1,1,1.0
46,10,2,42.0,65.0,-23.0,1,1,1.0
47,11,2,42.0,67.0,-25.0,0,1,1.0
48,12,2,42.0,68.0,-26.0,0,1,1.0
49,13,2,42.0,72.0,-30.0,1,0,1.0
50,14,2,42.0,70.0,-28.0,1,1,0.0
51,15,2,42.0,74.0,-32.0,0,0,1.0
52,17,2,42.0,69.0,-27.0,1,1,0.0
53,18,2,42.0,75.0,-33.0,1,1,1.0
54,19,2,42.0,78.0,-36.0,0,1,1.0
55,20,2,42.0,73.0,-31.0,1,0,1.0
56,21,2,42.0,74.0,-32.0,0,0,0.0
57,22,2,42.0,73.0,-31.0,1,0,0.0
58,23,2,42.0,71.0,-29.0,1,0,0.0
59,24,2,42.0,72.0,-30.0,0,1,0.0
60,25,2,42.0,67.0,-25.0,0,1,1.0
61,26,2,42.0,62.0,-20.0,0,1,1.0
62,27,2,42.0,58.0,-16.0,1,0,1.0
63,28,1,36.0,58.0,-22.0,1,1,0.0
64,30,2,36.0,56.0,-20.0,0,0,1.0
65,31,1,30.0,56.0,-26.0,1,0,0.0
66,32,1,30.0,56.0,-26.0,1,0,0.0
67,33,2,30.0,55.0,-25.0,0,1,0.0
68,34,2,30.0,59.0,-29.0,0,0,1.0
69,35,2,30.0,57.0,-27.0,0,0,0.0
70,36,2,30.0,53.0,-23.0,0,0,0.0
71,37,2,30.0,49.0,-19.0,0,1,0.0
72,38,2,30.0,46.0,-16.0,1,1,1.0
73,39,2,30.0,48.0,-18.0,1,0,1.0
74,1,1,38.0,48.0,-10.0,0,1,0.0
75,3,2,38.0,45.0,-7.0,0,0,1.0
76,4,2,38.0,46.0,-8.0,0,0,0.0
77,5,1,41.0,46.0,-5.0,1,1,0.0
78,6,2,41.0,41.0,0.0,0,0,1.0
79,7,1,47.0,41.0,6.0,0,1,0.0
80,8,2,47.0,41.0,6.0,1,1,1.0
81,9,1,50.0,41.0,9.0,1,0,1.0
82,10,1,48.0,41.0,7.0,1,0,0.0
83,11,1,44.0,41.0,3.0,0,1,0.0
84,13,1,46.0,41.0,5.0,0,1,1.0
85,14,2,46.0,36.0,10.0,1,1,1.0
86,15,1,48.0,36.0,12.0,1,0,1.0
87,16,1,48.0,36.0,12.0,1,1,0.0
88,17,1,48.0,36.0,12.0,0,0,1.0
89,18,2,48.0,33.0,15.0,0,1,0.0
90,19,1,51.0,33.0,18.0,1,1,1.0
91,20,1,49.0,33.0,16.0,1,0,1.0
92,21,1,50.0,33.0,17.0,0,1,0.0
93,22,1,52.0,33.0,19.0,1,0,1.0
94,23,1,50.0,33.0,17.0,0,1,0.0
95,24,1,53.0,33.0,20.0,1,1,1.0
96,25,1,52.0,33.0,19.0,1,0,1.0
97,26,2,52.0,48.0,4.0,0,1,0.0
98,27,1,62.0,48.0,14.0,0,1,1.0
99,28,1,59.0,48.0,11.0,1,0,1.0
100,29,1,60.0,48.0,12.0,0,0,0.0
101,30,1,61.0,48.0,13.0,0,0,0.0
102,31,1,60.0,48.0,12.0,1,0,0.0
103,32,1,64.0,48.0,16.0,0,1,0.0
104,33,1,57.0,48.0,9.0,0,0,1.0
105,34,1,57.0,48.0,9.0,1,0,0.0
106,35,1,62.0,48.0,14.0,0,1,0.0
107,36,1,65.0,48.0,17.0,1,1,1.0
108,37,1,71.0,48.0,23.0,1,0,1.0
109,38,1,67.0,48.0,19.0,0,0,0.0
110,39,1,68.0,48.0,20.0,1,1,0.0
111,0,1,67.0,48.0,19.0,1,1,1.0
112,1,2,67.0,69.0,-2.0,0,1,1.0
113,2,2,67.0,74.0,-7.0,0,1,1.0
114,3,2,67.0,74.0,-7.0,0,1,1.0
115,4,2,67.0,71.0,-4.0,1,1,1.0
116,5,2,67.0,71.0,-4.0,0,0,1.0
