,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
4,6,2,45.0,36.0,9.0,0,0,0.0
5,7,1,49.0,36.0,13.0,1,0,0.0
6,8,1,49.0,36.0,13.0,1,0,0.0
7,9,1,46.0,36.0,10.0,0,0,0.0
8,11,1,47.0,36.0,11.0,0,0,0.0
9,12,1,43.0,36.0,7.0,0,1,0.0
10,13,1,46.0,36.0,10.0,0,0,1.0
11,14,1,42.0,36.0,6.0,0,0,0.0
12,16,1,46.0,36.0,10.0,1,1,0.0
13,18,1,48.0,36.0,12.0,0,1,1.0
14,19,1,53.0,36.0,17.0,0,0,1.0
15,20,1,57.0,36.0,21.0,1,1,0.0
16,21,1,56.0,36.0,20.0,1,1,1.0
17,24,1,56.0,36.0,20.0,1,0,1.0
18,25,2,56.0,36.0,20.0,1,1,0.0
19,26,1,55.0,36.0,19.0,1,0,1.0
20,27,1,54.0,36.0,18.0,1,0,0.0
21,28,1,55.0,36.0,19.0,0,0,0.0
22,29,1,54.0,36.0,18.0,0,0,0.0
23,30,1,54.0,36.0,18.0,0,0,0.0
24,31,1,58.0,36.0,22.0,1,1,0.0
25,32,1,56.0,36.0,20.0,0,1,1.0
26,35,1,54.0,36.0,18.0,1,1,1.0
27,36,1,51.0,36.0,15.0,0,1,1.0
28,37,1,50.0,36.0,14.0,0,1,1.0
29,39,1,57.0,36.0,21.0,1,0,1.0
30,0,1,55.0,36.0,19.0,1,1,0.0
31,1,1,58.0,36.0,22.0,0,1,1.0
32,2,1,54.0,36.0,18.0,0,0,1.0
33,3,1,49.0,36.0,13.0,0,0,0.0
34,4,1,52.0,36.0,16.0,1,0,0.0
35,5,1,47.0,36.0,11.0,0,0,0.0
36,6,1,46.0,36.0,10.0,0,0,0.0
37,7,1,45.0,36.0,9.0,1,1,0.0
38,8,2,45.0,68.0,-23.0,0,0,1.0
39,9,2,45.0,73.0,-28.0,1,1,0.0
40,10,2,45.0,74.0,-29.0,1,1,1.0
41,12,2,45.0,71.0,-26.0,1,1,1.0
42,14,1,39.0,71.0,-32.0,1,0,1.0
43,16,1,41.0,71.0,-30.0,0,1,0.0
44,18,1,44.0,71.0,-27.0,1,1,1.0
45,19,2,44.0,72.0,-28.0,1,0,1.0
46,21,2,44.0,73.0,-29.0,0,1,0.0
47,22,2,44.0,71.0,-27.0,1,0,1.0
48,23,2,44.0,69.0,-25.0,1,0,0.0
49,24,2,44.0,69.0,-25.0,0,0,0.0
50,25,2,44.0,76.0,-32.0,0,1,0.0
51,26,2,44.0,76.0,-32.0,0,0,1.0
52,28,2,44.0,67.0,-23.0,1,1,0.0
53,29,2,44.0,66.0,-22.0,1,0,1.0
54,36,2,44.0,68.0,-24.0,1,1,0.0
55,38,2,44.0,73.0,-29.0,0,1,1.0
56,0,1,40.0,73.0,-33.0,1,1,1.0
57,1,1,41.0,73.0,-32.0,0,0,1.0
58,2,2,41.0,61.0,-20.0,0,1,0.0
59,3,2,41.0,60.0,-19.0,1,0,1.0
60,4,1,36.0,60.0,-24.0,1,0,0.0
61,5,2,36.0,54.0,-18.0,0,0,0.0
62,6,2,36.0,50.0,-14.0,0,0,0.0
63,7,1,37.0,50.0,-13.0,0,0,0.0
64,8,2,37.0,52.0,-15.0,1,1,0.0
65,10,1,31.0,52.0,-21.0,1,1,1.0
66,11,2,31.0,55.0,-24.0,0,0,1.0
67,12,2,31.0,57.0,-26.0,1,0,0.0
68,13,2,31.0,61.0,-30.0,0,1,0.0
69,14,2,31.0,59.0,-28.0,0,1,1.0
70,15,2,31.0,56.0,-25.0,0,0,1.0
71,16,2,31.0,52.0,-21.0,1,0,0.0
72,17,2,31.0,53.0,-22.0,1,1,0.0
73,18,2,31.0,56.0,-25.0,1,1,1.0
74,19,2,31.0,59.0,-28.0,1,1,1.0
75,21,2,31.0,57.0,-26.0,0,0,1.0
76,22,2,31.0,56.0,-25.0,1,1,0.0
77,24,2,31.0,58.0,-27.0,1,1,1.0
78,26,2,31.0,59.0,-28.0,1,1,1.0
79,27,2,31.0,57.0,-26.0,0,0,1.0
80,28,2,31.0,57.0,-26.0,1,0,0.0
81,29,2,31.0,54.0,-23.0,0,0,0.0
82,30,2,31.0,50.0,-19.0,0,1,0.0
83,32,2,31.0,46.0,-15.0,1,0,1.0
84,33,2,31.0,49.0,-18.0,1,0,0.0
85,34,2,31.0,44.0,-13.0,1,1,0.0
86,35,2,31.0,43.0,-12.0,0,1,1.0
87,36,2,31.0,43.0,-12.0,0,1,1.0
88,37,2,31.0,40.0,-9.0,1,0,1.0
89,38,1,26.0,40.0,-14.0,0,1,0.0
90,39,2,26.0,37.0,-11.0,1,0,1.0
91,0,2,26.0,35.0,-9.0,0,0,0.0
92,1,1,24.0,35.0,-11.0,1,1,0.0
93,2,1,20.0,35.0,-15.0,0,1,1.0
94,3,2,20.0,40.0,-20.0,1,0,1.0
95,4,2,20.0,39.0,-19.0,1,0,0.0
96,5,1,25.0,39.0,-14.0,0,0,0.0
97,6,2,25.0,35.0,-10.0,0,1,0.0
98,7,2,25.0,33.0,-8.0,1,0,1.0
99,8,1,35.0,33.0,2.0,1,1,0.0
100,9,2,35.0,32.0,3.0,0,0,1.0
101,10,2,35.0,32.0,3.0,1,1,0.0
102,11,1,42.0,32.0,10.0,1,1,1.0
103,12,1,41.0,32.0,9.0,1,1,1.0
104,15,2,41.0,28.0,13.0,1,1,1.0
105,16,2,41.0,23.0,18.0,0,1,1.0
106,17,2,41.0,24.0,17.0,0,1,1.0
107,18,2,41.0,29.0,12.0,0,0,1.0
108,19,1,29.0,29.0,0.0,0,0,0.0
109,20,1,30.0,29.0,1.0,1,0,0.0
110,21,2,30.0,29.0,1.0,0,0,0.0
111,23,2,30.0,26.0,4.0,1,0,0.0
112,24,2,30.0,24.0,6.0,0,0,0.0
113,25,2,30.0,26.0,4.0,0,1,0.0
114,26,2,30.0,28.0,2.0,1,0,1.0
115,27,2,30.0,32.0,-2.0,1,0,0.0
116,28,2,30.0,33.0,-3.0,1,1,0.0
117,29,1,48.0,33.0,15.0,1,0,1.0
118,31,2,48.0,29.0,19.0,0,0,0.0
119,32,2,48.0,24.0,24.0,1,1,0.0
120,33,1,49.0,24.0,25.0,1,1,1.0
121,34,2,49.0,21.0,28.0,0,1,1.0
122,35,2,49.0,15.0,34.0,0,0,1.0
123,36,1,46.0,15.0,31.0,0,0,0.0
124,37,1,45.0,15.0,30.0,0,1,0.0
125,38,1,41.0,15.0,26.0,0,1,1.0
126,39,1,41.0,15.0,26.0,1,1,1.0
