,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
2,2,2,48.0,50.0,-2.0,1,0,1.0
3,4,2,48.0,61.0,-13.0,0,0,0.0
4,5,2,48.0,60.0,-12.0,1,1,0.0
5,6,2,48.0,64.0,-16.0,1,1,1.0
6,7,2,48.0,65.0,-17.0,0,1,1.0
7,9,2,48.0,65.0,-17.0,0,0,1.0
8,10,2,48.0,66.0,-18.0,0,1,0.0
9,11,2,48.0,66.0,-18.0,1,0,1.0
10,12,2,48.0,65.0,-17.0,0,0,0.0
11,13,2,48.0,65.0,-17.0,0,0,0.0
12,14,2,48.0,65.0,-17.0,1,0,0.0
13,15,2,48.0,65.0,-17.0,0,1,0.0
14,16,2,48.0,64.0,-16.0,0,1,1.0
15,17,2,48.0,62.0,-14.0,0,0,1.0
16,18,2,48.0,66.0,-18.0,0,1,0.0
17,19,2,48.0,63.0,-15.0,1,1,1.0
18,20,2,48.0,62.0,-14.0,0,0,1.0
19,21,2,48.0,58.0,-10.0,0,0,0.0
20,22,2,48.0,57.0,-9.0,0,0,0.0
21,23,2,48.0,53.0,-5.0,1,1,0.0
22,24,2,48.0,50.0,-2.0,1,1,1.0
23,25,2,48.0,47.0,1.0,0,0,1.0
24,26,1,80.0,47.0,33.0,0,1,0.0
25,27,1,80.0,47.0,33.0,1,1,1.0
26,28,1,82.0,47.0,35.0,0,1,1.0
27,29,1,84.0,47.0,37.0,0,0,1.0
28,30,1,81.0,47.0,34.0,1,0,0.0
29,31,1,79.0,47.0,32.0,1,0,0.0
30,32,1,79.0,47.0,32.0,1,0,0.0
31,33,1,80.0,47.0,33.0,1,1,0.0
32,34,1,82.0,47.0,35.0,1,1,1.0
33,35,1,88.0,47.0,41.0,0,1,1.0
34,37,1,86.0,47.0,39.0,1,0,1.0
35,38,1,87.0,47.0,40.0,1,1,0.0
36,39,1,92.0,47.0,45.0,1,1,1.0
37,0,1,87.0,47.0,40.0,0,0,1.0
38,1,2,87.0,52.0,35.0,0,0,0.0
39,2,1,78.0,52.0,26.0,0,0,0.0
40,3,1,80.0,52.0,28.0,1,1,0.0
41,4,1,83.0,52.0,31.0,1,0,1.0
42,5,1,81.0,52.0,29.0,0,1,0.0
43,6,1,80.0,52.0,28.0,1,0,1.0
44,8,1,79.0,52.0,27.0,0,1,0.0
45,9,1,79.0,52.0,27.0,1,0,1.0
46,10,1,74.0,52.0,22.0,0,1,0.0
47,11,1,74.0,52.0,22.0,0,1,1.0
48,12,1,70.0,52.0,18.0,1,1,1.0
49,13,1,70.0,52.0,18.0,1,1,1.0
50,14,1,70.0,52.0,18.0,0,1,1.0
51,15,1,72.0,52.0,20.0,0,1,1.0
52,16,1,68.0,52.0,16.0,1,0,1.0
53,17,1,64.0,52.0,12.0,0,1,0.0
54,18,1,67.0,52.0,15.0,1,1,1.0
55,19,1,62.0,52.0,10.0,0,1,1.0
56,20,1,60.0,52.0,8.0,0,1,1.0
57,21,2,60.0,50.0,10.0,0,0,1.0
58,22,1,53.0,50.0,3.0,0,0,0.0
59,23,1,51.0,50.0,1.0,1,0,0.0
60,24,1,48.0,50.0,-2.0,1,0,0.0
61,26,1,52.0,50.0,2.0,1,0,0.0
62,27,1,49.0,50.0,-1.0,1,0,0.0
63,29,1,49.0,50.0,-1.0,1,1,0.0
64,30,1,46.0,50.0,-4.0,1,0,1.0
65,31,2,46.0,44.0,2.0,0,0,0.0
66,32,1,43.0,44.0,-1.0,0,1,0.0
67,33,1,42.0,44.0,-2.0,1,0,1.0
68,34,2,42.0,39.0,3.0,0,0,0.0
69,35,1,42.0,39.0,3.0,1,0,0.0
70,36,1,44.0,39.0,5.0,1,1,0.0
71,37,1,42.0,39.0,3.0,0,1,1.0
72,38,1,39.0,39.0,0.0,1,1,1.0
73,39,1,36.0,39.0,-3.0,0,0,1.0
74,0,1,36.0,39.0,-3.0,1,0,0.0
75,1,2,36.0,37.0,-1.0,1,1,0.0
76,2,2,36.0,34.0,2.0,0,0,1.0
77,3,2,36.0,36.0,0.0,0,1,0.0
78,4,1,37.0,36.0,1.0,1,0,1.0
79,6,2,37.0,42.0,-5.0,1,0,0.0
80,7,1,42.0,42.0,0.0,1,1,0.0
81,8,1,42.0,42.0,0.0,0,1,1.0
82,9,1,44.0,42.0,2.0,1,1,1.0
83,10,2,44.0,50.0,-6.0,0,0,1.0
84,11,1,39.0,50.0,-11.0,1,1,0.0
85,12,1,38.0,50.0,-12.0,1,0,1.0
86,13,1,39.0,50.0,-11.0,0,1,0.0
87,14,2,39.0,52.0,-13.0,1,0,1.0
88,15,2,39.0,48.0,-9.0,1,0,0.0
89,16,1,41.0,48.0,-7.0,0,0,0.0
90,17,2,41.0,49.0,-8.0,1,1,0.0
91,18,2,41.0,52.0,-11.0,1,1,1.0
92,19,2,41.0,55.0,-14.0,0,1,1.0
93,20,2,41.0,57.0,-16.0,0,1,1.0
94,21,2,41.0,59.0,-18.0,0,1,1.0
95,22,2,41.0,54.0,-13.0,1,0,1.0
96,23,1,38.0,54.0,-16.0,0,1,0.0
97,26,1,43.0,54.0,-11.0,1,0,1.0
98,27,2,43.0,57.0,-14.0,1,0,0.0
99,28,2,43.0,63.0,-20.0,1,1,0.0
100,29,1,40.0,63.0,-23.0,0,1,1.0
101,30,2,40.0,62.0,-22.0,0,0,1.0
102,31,2,40.0,72.0,-32.0,0,0,0.0
103,32,2,40.0,70.0,-30.0,0,0,0.0
104,33,2,40.0,66.0,-26.0,1,0,0.0
105,34,2,40.0,69.0,-29.0,0,1,0.0
106,36,2,40.0,77.0,-37.0,0,0,1.0
107,37,2,40.0,76.0,-36.0,0,1,0.0
108,38,2,40.0,74.0,-34.0,1,0,1.0
109,39,2,40.0,76.0,-36.0,0,0,0.0
110,0,1,40.0,76.0,-36.0,0,0,0.0
111,1,2,40.0,75.0,-35.0,0,1,0.0
112,2,2,40.0,77.0,-37.0,1,0,1.0
113,3,2,40.0,82.0,-42.0,1,0,0.0
114,4,2,40.0,87.0,-47.0,0,0,0.0
115,6,2,40.0,83.0,-43.0,1,0,0.0
116,7,2,40.0,86.0,-46.0,1,1,0.0
117,8,2,40.0,83.0,-43.0,1,0,1.0
118,9,2,40.0,82.0,-42.0,0,0,0.0
119,11,2,40.0,81.0,-41.0,0,1,0.0
120,12,2,40.0,84.0,-44.0,1,1,1.0
121,13,2,40.0,84.0,-44.0,0,1,1.0
122,14,2,40.0,85.0,-45.0,0,1,1.0
123,15,2,40.0,83.0,-43.0,1,1,1.0
124,16,2,40.0,79.0,-39.0,0,1,1.0
125,18,2,40.0,74.0,-34.0,1,0,1.0
126,19,1,47.0,74.0,-27.0,0,0,0.0
127,20,2,47.0,68.0,-21.0,0,0,0.0
128,22,2,47.0,65.0,-18.0,1,0,0.0
129,23,1,46.0,65.0,-19.0,0,0,0.0
130,24,2,46.0,62.0,-16.0,1,1,0.0
131,25,2,46.0,58.0,-12.0,1,1,1.0
132,26,2,46.0,57.0,-11.0,1,0,1.0
133,27,2,46.0,59.0,-13.0,1,0,0.0
134,28,2,46.0,64.0,-18.0,0,1,0.0
135,29,2,46.0,70.0,-24.0,1,0,1.0
136,30,2,46.0,72.0,-26.0,1,0,0.0
137,31,2,46.0,70.0,-24.0,0,1,0.0
138,32,2,46.0,65.0,-19.0,1,0,1.0
139,33,2,46.0,72.0,-26.0,0,0,0.0
140,34,2,46.0,69.0,-23.0,1,0,0.0
141,35,2,46.0,72.0,-26.0,1,1,0.0
142,36,2,46.0,70.0,-24.0,1,1,1.0
143,37,2,46.0,72.0,-26.0,0,1,1.0
144,38,2,46.0,71.0,-25.0,0,1,1.0
145,39,2,46.0,69.0,-23.0,0,1,1.0
