Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
39,0,0,1,1.5048200221544903,0.0,4.776026309447843,6.280880706783137,11.771703813195018,0.0,0.0,0.0,4.75,2.75,2.75,2.5,0,3,250,55,1,0,2155,irritable,-0.7000000000000001,1,1,53
46,0,0,2,0.8483063457679236,1.5060491177464428,25.28098456371481,26.14819981927394,30.272639439815975,33.76221736012485,35.26828805378318,38.787957423046464,2.75,1.75,1.75,1.75,1,3,250,55,1,0,2201,attentive,0.0,0,1,54
45,0,0,2,1.4861319911897226,0.0,42.779951662643725,44.26616081514567,49.77440263065182,0.0,0.0,0.0,4.75,1.75,1.75,1.75,0,3,250,55,1,0,2201,ashamed,0.7500000000000001,1,0,55
45,0,0,2,1.5671510032252627,1.3806663738678253,60.5293920602835,62.09657670730394,64.51899685905937,69.01069726399146,70.39138448238464,74.0367119626726,1.75,2.75,1.75,1.75,1,3,250,55,1,0,2246,excited,0.0,0,0,56
46,0,0,2,0.8778258502097742,2.4121002833753664,78.02843485775065,78.9062943517556,82.01825797549918,86.5098592775139,88.92198040541462,91.53588494699852,1.75,2.75,1.75,1.75,1,3,250,55,1,0,2292,ashamed,0.0,0,0,57
38,0,0,2,1.8844405128338622,1.5771044467956017,95.54437963950659,97.44671462857787,102.52298620860438,107.01450925222616,108.59163490924038,113.04227781656118,4.75,2.75,2.75,3.25,0,3,250,55,1,0,2292,excited,0.0,0,1,57
42,0,0,1,0.7295433842218699,1.251219678986672,118.53678967252472,119.26636670054177,122.52652465815845,127.01809524192595,128.2693353997447,132.02757511251457,1.75,2.75,1.75,1.75,0,3,250,55,1,0,2292,nervous,0.0,0,1,58
39,0,0,2,1.104038315894286,1.4124817016145244,136.0357666451764,137.1398382391717,143.0143110463914,147.5231763691836,148.9356785496302,153.53381402514697,4.75,2.75,2.75,1.75,1,3,250,55,1,0,2331,upset,0.0,0,0,58
41,0,0,2,1.0917747869743835,1.4008577704917116,157.54185708627938,158.64355240441637,162.517204595596,167.02544165708878,168.4263206377982,172.034491837906,2.75,2.75,1.75,2.5,0,3,250,55,1,0,2331,afraid,0.0,0,0,58
36,0,0,2,1.0095438669377472,1.0675790473760571,176.7945069922407,177.80408413727946,183.77318084892795,187.27930859075968,188.34690884835436,192.28906090294822,4.75,1.75,1.75,1.75,0,3,250,55,1,0,2331,interested,0.0,0,1,58
