Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
63,0,0,2,0.6041241011648708,1.2869844005017512,4.7829323048986225,5.3995643096700405,10.016187537735277,16.266010266552257,17.55301514603525,24.015798802784047,2.75,4.75,4.75,1.75,0,2,1750,55,0,1,799,guilty,0.0,0,1,43
65,0,0,2,0.27522617389377046,0.9964271491321597,28.282500234960025,28.56574648995729,32.515808493730674,35.765534313081844,36.761982306891696,40.515499846224884,1.75,1.75,1.75,3.25,1,2,1750,55,0,1,864,distressed,0.0,0,1,44
66,0,0,2,0.4914410656970176,1.0311755922725752,46.28208699837023,46.7821043689346,50.5154387749767,53.76521432899699,54.7964111316428,58.51506722774229,1.75,1.75,1.75,3.25,0,2,1750,55,0,1,864,nervous,0.0,0,1,45
63,0,0,2,0.6244088979710796,1.363215214712909,64.28168656114394,64.90612800606777,68.51495934739341,72.7647689111509,74.1280046048455,77.51466971608443,1.75,2.75,1.75,2.5,0,2,1750,55,0,1,864,scared,0.0,0,0,46
46,0,0,11,0.0,1.8524167575119463,0.0,0.0,0.0,81.76457289804284,83.61701013453603,86.51447662854525,1.75,1.75,1.75,1.75,1,2,1750,55,0,1,910,guilty,-2.1500000000000004,2,0,46
63,0,0,2,0.7546025596534491,1.2714777888991193,97.28100417222686,98.04764508169819,102.5143007287229,108.76403934743712,110.03553798101393,116.51387213289718,2.75,4.75,4.75,2.5,0,2,1750,55,0,1,910,jittery,0.0,0,1,47
61,0,0,2,0.6047743088251991,1.0927964817110478,121.53058956427685,122.14711844274916,125.7638001821897,130.01357061646513,131.10638757715742,135.76347032431022,1.75,2.75,2.75,2.5,0,2,1750,55,0,1,910,irritable,0.0,0,0,48
62,0,0,2,0.4438457186679443,1.1188618367232266,140.78015338025716,141.230006023015,145.0300273065277,151.26311943890505,152.38200212030597,156.01307802382235,1.75,4.75,1.75,1.75,0,2,1750,55,0,1,910,afraid,0.0,0,0,49
66,0,0,2,0.45519509703945005,1.1330358517484456,160.27968839766982,160.74633929064476,167.52960986443304,173.76275355995995,174.89581062208208,178.5126320574318,4.75,4.75,1.75,3.25,1,2,1750,55,0,1,976,strong,0.0,0,1,50
66,0,0,2,0.571201212941105,1.014238743234273,184.2791859312324,184.8625432481349,188.52914616178168,191.76234800298835,192.7766075909003,196.51230256524832,1.75,1.75,1.75,3.25,0,2,1750,55,0,1,976,nervous,0.0,0,0,51
67,0,0,2,0.5903172450211969,0.0,202.27887179828485,202.8692223216508,206.52879655631295,0.0,0.0,0.0,1.75,1.75,2.75,1.75,0,2,1750,55,0,1,976,active,-2.3,1,0,52
66,0,0,2,0.3274344114906853,1.542437752124897,218.0285155188626,218.36173487691212,222.27848416042207,226.5115656876128,228.05402428441494,231.2614588129286,1.75,2.75,1.75,2.5,1,2,1750,55,0,1,1042,strong,0.0,0,1,53
62,0,0,2,0.6756228078802451,1.2193719462088666,236.27810017952015,236.9537559000496,243.52805858158945,246.76114705700593,247.9805398478925,254.51099483600547,4.75,1.75,4.75,1.75,1,2,1750,55,0,1,1104,proud,0.0,0,0,54
64,0,0,2,0.5468198884555022,1.1306306685178242,258.7776271516186,259.32447995272287,264.0275701944515,270.2606608640449,271.3913123772404,276.02730067642824,2.75,4.75,2.75,1.75,1,2,1750,55,0,1,1168,afraid,0.0,0,1,55
66,0,0,2,0.313860138065138,1.1442213982682006,280.27724847331046,280.5911418897199,284.52712166818856,287.7769919374982,288.9212341804441,293.5268309397916,1.75,1.75,2.75,2.5,1,2,1750,55,0,1,1234,alert,0.0,0,1,56
65,0,0,2,0.29546269881484477,1.3161490299362413,298.5434803516973,298.83897632885737,302.77679884995905,306.02656123891984,307.3427311135338,311.77651762966025,1.75,1.75,2.75,2.5,0,2,1750,55,0,1,1234,attentive,0.0,0,1,57
68,0,0,2,0.6234339521765833,1.3033503979322631,316.79309426804275,317.4263296070121,322.0263476723994,325.2762322038566,326.57960344646654,330.0260799828561,2.75,1.75,1.75,1.75,1,2,1750,55,0,1,1302,jittery,0.0,0,1,58
66,0,0,2,0.4195375334020355,0.9694153726204604,334.29271961239147,334.72608155534954,338.526003369524,341.77582536694854,342.7452615842467,349.52572068644076,1.75,1.75,4.75,2.5,0,2,1750,55,0,1,1302,hostile,0.0,0,1,59
63,0,0,1,0.39776801044172316,1.0436988551150534,354.54228415976377,354.94221818818824,358.7756787228136,363.02538004052667,364.0690997403194,368.7753020558339,1.75,2.75,2.75,2.5,0,2,1750,55,0,1,1302,strong,0.0,0,0,59
67,0,0,1,0.38983021095918957,1.1457887717401718,373.7919181893949,374.1817805816104,378.0252447329708,381.2750030992743,382.42081271569214,386.02495729583825,1.75,1.75,1.75,2.5,0,2,1750,55,0,1,1302,interested,0.0,0,0,60
63,0,0,1,0.32603013847801776,1.300751395770476,391.0415441737114,391.3676072248386,396.27480562338224,402.52463054637565,403.8254027868238,410.2744070146364,2.75,4.75,4.75,1.75,0,2,1750,55,0,1,1302,attentive,0.0,0,0,60
62,0,0,2,0.3881191189211677,1.1459895388975383,414.54110186428215,414.92925389585207,418.7743775761005,423.02417982593624,424.170190209511,427.774127805666,1.75,2.75,1.75,2.5,0,2,1750,55,0,1,1302,ashamed,0.0,0,1,60
60,0,0,2,0.2942493191653739,1.4189984973545506,432.7906759197531,433.0905832889316,438.02388470918595,441.2737538814072,442.6927732234394,446.02371429480445,2.75,1.75,1.75,3.25,1,2,1750,55,0,1,1362,upset,0.0,0,1,60
0,0,1,0,0.6634027071022501,0.0,451.7902798708801,452.45685645440835,457.0402364444685,460.27335966101464,0.0,0.0,2.75,1.75,1.75,1.75,1,2,1750,55,0,1,1362,excited,0.0,0,1,60
62,0,0,1,0.728596081712567,0.9511920047129934,469.289913260543,470.01854225490433,474.5398255849036,477.77303400864,478.7242468580307,485.5228481435988,2.75,1.75,4.75,2.5,1,2,1750,55,0,1,1424,enthusiastic,0.0,0,0,60
66,0,0,2,0.7176167877910302,0.9884699677563731,490.5396760151998,491.272706162089,495.78944169542547,499.0225385818526,500.01102939428665,503.77244889488475,2.75,1.75,1.75,1.75,0,2,1750,55,0,1,1424,determined,0.0,0,0,61
62,0,0,1,0.7907245573337605,1.0845763648417233,508.03915361832514,508.82991035691566,512.2890714281275,516.5221803825257,517.6067775920446,522.2720720450566,1.75,2.75,2.75,1.75,1,2,1750,55,0,1,1486,hostile,0.0,0,1,61
63,0,0,1,1.0457683293279842,0.9768342493407545,526.5388385711376,527.5846412758992,533.7885951089611,540.0217073546241,540.9985620829466,547.771534654642,4.75,4.75,4.75,1.75,1,2,1750,55,0,1,1549,attentive,0.0,0,0,61
58,0,0,2,0.2729925021330928,1.1238005625136793,552.0381980544239,552.3112154238911,559.2880624725958,565.5211758153469,566.6449975882342,571.2710601639565,4.75,4.75,2.75,3.25,1,2,1750,55,0,1,1607,nervous,0.0,0,0,61
67,0,0,1,0.6462665536910208,1.0110981451530279,577.0377116786144,577.6876132515099,581.2876064495626,584.5207702583753,585.5318892482055,589.2874619996046,1.75,1.75,1.75,1.75,1,2,1750,55,0,1,1674,irritable,0.0,0,1,62
64,0,0,22,0.0,1.5324677794310446,0.0,0.0,0.0,592.787293962248,594.3197822206603,597.537234628056,4.75,2.75,1.75,1.75,1,2,1750,55,0,1,1738,determined,1.6000000000000008,2,0,62
69,0,0,1,0.8737002703592225,1.3777238416664659,612.3035917573561,613.1868454725545,619.5368777086655,623.7866166930762,625.1643613794204,629.5365302973732,4.75,2.75,2.75,2.5,1,2,1750,55,0,1,1807,enthusiastic,0.0,0,1,63
72,0,0,1,0.7221492252178905,0.0,634.5531094956282,635.2752912677988,641.7864115375655,0.0,0.0,0.0,4.75,1.75,2.75,1.75,1,2,1750,55,0,1,1807,scared,-1.800000000000001,1,0,64
75,0,0,1,0.8200343681191953,1.0838921474442031,653.3027974654337,654.1228643805052,658.5360033292973,662.7858289836831,663.869741975805,667.5358471770637,2.75,2.75,1.75,1.75,1,2,1750,55,0,1,1882,afraid,0.0,0,0,65
77,0,0,1,0.8502675615495718,1.289867182834314,671.8023621042298,672.6526625784281,677.0356626833827,681.2854905319455,682.5753789251535,689.0352677315982,2.75,2.75,4.75,3.25,0,2,1750,55,0,1,1882,irritable,0.0,0,1,66
