,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
90,17,2,37.0,53.0,-16.0,1,0,0.0
91,18,2,37.0,56.0,-19.0,1,1,0.0
92,19,2,37.0,59.0,-22.0,1,1,1.0
93,20,2,37.0,56.0,-19.0,0,1,1.0
94,21,2,37.0,57.0,-20.0,0,0,1.0
95,22,2,37.0,56.0,-19.0,1,0,0.0
96,23,2,37.0,61.0,-24.0,0,0,0.0
97,24,2,37.0,58.0,-21.0,0,1,0.0
98,25,2,37.0,60.0,-23.0,0,0,1.0
99,27,2,37.0,57.0,-20.0,0,0,0.0
100,28,1,36.0,57.0,-21.0,1,0,0.0
101,29,2,36.0,54.0,-18.0,0,0,0.0
102,30,2,36.0,50.0,-14.0,1,1,0.0
103,31,2,36.0,50.0,-14.0,1,0,1.0
104,32,2,36.0,46.0,-10.0,1,1,0.0
105,33,2,36.0,49.0,-13.0,1,0,1.0
106,36,2,36.0,43.0,-7.0,1,1,0.0
107,37,1,26.0,43.0,-17.0,0,1,1.0
108,38,2,26.0,38.0,-12.0,0,0,1.0
109,39,2,26.0,37.0,-11.0,1,0,0.0
110,0,2,26.0,35.0,-9.0,1,0,0.0
111,1,2,26.0,40.0,-14.0,0,0,0.0
112,2,1,20.0,40.0,-20.0,0,1,0.0
113,3,2,20.0,40.0,-20.0,0,0,1.0
114,4,2,20.0,39.0,-19.0,1,0,0.0
115,5,2,20.0,31.0,-11.0,0,1,0.0
116,6,2,20.0,35.0,-15.0,1,0,1.0
117,7,2,20.0,33.0,-13.0,1,0,0.0
118,8,2,20.0,30.0,-10.0,0,0,0.0
119,10,2,20.0,32.0,-12.0,1,1,0.0
120,11,1,42.0,32.0,10.0,0,0,1.0
121,12,1,41.0,32.0,9.0,1,1,0.0
122,13,1,39.0,32.0,7.0,1,1,1.0
123,14,1,41.0,32.0,9.0,0,0,1.0
124,15,1,39.0,32.0,7.0,0,0,0.0
125,16,1,35.0,32.0,3.0,0,1,0.0
126,17,1,34.0,32.0,2.0,0,1,1.0
127,18,2,34.0,29.0,5.0,0,0,1.0
128,19,1,29.0,29.0,0.0,1,1,0.0
129,20,1,30.0,29.0,1.0,1,0,1.0
130,21,1,33.0,29.0,4.0,0,0,0.0
131,22,2,33.0,27.0,6.0,0,0,0.0
132,23,2,33.0,26.0,7.0,1,1,0.0
133,24,1,46.0,26.0,20.0,1,1,1.0
134,25,1,47.0,26.0,21.0,1,1,1.0
135,26,1,47.0,26.0,21.0,1,0,1.0
136,27,1,51.0,26.0,25.0,1,1,0.0
137,29,2,51.0,31.0,20.0,1,0,1.0
138,30,1,56.0,31.0,25.0,1,1,0.0
139,31,1,52.0,31.0,21.0,0,1,1.0
140,32,1,52.0,31.0,21.0,0,0,1.0
141,33,1,49.0,31.0,18.0,0,1,0.0
142,35,1,46.0,31.0,15.0,0,1,1.0
143,36,1,46.0,31.0,15.0,1,1,1.0
144,37,1,45.0,31.0,14.0,0,0,1.0
145,38,1,41.0,31.0,10.0,0,0,0.0
146,39,1,41.0,31.0,10.0,1,1,0.0
