,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
27,30,2,54.0,35.0,19.0,0,1,1.0
28,31,1,58.0,35.0,23.0,0,0,1.0
29,32,1,56.0,35.0,21.0,1,1,0.0
30,33,1,57.0,35.0,22.0,1,1,1.0
31,34,1,58.0,35.0,23.0,0,0,1.0
32,35,1,54.0,35.0,19.0,0,0,0.0
33,36,1,51.0,35.0,16.0,0,0,0.0
34,37,1,50.0,35.0,15.0,1,1,0.0
35,38,1,56.0,35.0,21.0,0,0,1.0
36,39,1,57.0,35.0,22.0,0,0,0.0
37,0,1,55.0,35.0,20.0,0,0,0.0
38,1,1,58.0,35.0,23.0,0,0,0.0
39,2,1,54.0,35.0,19.0,1,1,0.0
40,3,1,49.0,35.0,14.0,0,1,1.0
41,4,1,52.0,35.0,17.0,1,0,1.0
42,5,1,47.0,35.0,12.0,0,1,0.0
43,6,1,46.0,35.0,11.0,1,0,1.0
44,7,1,45.0,35.0,10.0,0,0,0.0
45,8,1,52.0,35.0,17.0,1,1,0.0
46,9,1,46.0,35.0,11.0,1,0,1.0
47,10,1,44.0,35.0,9.0,0,1,0.0
48,11,1,37.0,35.0,2.0,1,1,1.0
49,12,1,37.0,35.0,2.0,0,1,1.0
50,13,2,37.0,73.0,-36.0,0,1,1.0
51,14,2,37.0,71.0,-34.0,1,0,1.0
52,15,2,37.0,70.0,-33.0,0,0,0.0
53,16,2,37.0,70.0,-33.0,1,0,0.0
54,17,2,37.0,72.0,-35.0,1,1,0.0
55,18,2,37.0,72.0,-35.0,1,1,1.0
56,19,2,37.0,72.0,-35.0,1,0,1.0
57,21,2,37.0,73.0,-36.0,0,1,0.0
58,22,1,50.0,73.0,-23.0,0,0,1.0
59,23,2,50.0,69.0,-19.0,0,0,0.0
60,25,2,50.0,76.0,-26.0,0,1,0.0
61,26,2,50.0,76.0,-26.0,1,1,1.0
62,27,2,50.0,68.0,-18.0,0,1,1.0
63,28,2,50.0,67.0,-17.0,0,0,1.0
64,29,2,50.0,66.0,-16.0,1,0,0.0
65,30,2,50.0,61.0,-11.0,1,1,0.0
66,31,2,50.0,60.0,-10.0,0,0,1.0
67,32,1,45.0,60.0,-15.0,1,1,0.0
68,33,2,45.0,62.0,-17.0,1,1,1.0
69,34,2,45.0,62.0,-17.0,0,0,1.0
70,35,1,43.0,62.0,-19.0,1,1,0.0
71,36,2,43.0,68.0,-25.0,0,1,1.0
72,37,2,43.0,69.0,-26.0,1,1,1.0
73,38,2,43.0,73.0,-30.0,1,0,1.0
74,0,2,43.0,65.0,-22.0,1,1,0.0
75,1,1,41.0,65.0,-24.0,0,1,1.0
76,2,2,41.0,61.0,-20.0,0,1,1.0
77,3,2,41.0,60.0,-19.0,0,0,1.0
78,4,2,41.0,58.0,-17.0,1,1,0.0
79,5,1,37.0,58.0,-21.0,1,1,1.0
80,6,2,37.0,50.0,-13.0,0,0,1.0
81,7,2,37.0,53.0,-16.0,0,1,0.0
82,8,2,37.0,52.0,-15.0,1,1,1.0
83,9,2,37.0,51.0,-14.0,0,0,1.0
84,10,2,37.0,51.0,-14.0,1,1,0.0
85,12,2,37.0,57.0,-20.0,1,0,1.0
86,13,2,37.0,61.0,-24.0,1,1,0.0
87,14,2,37.0,59.0,-22.0,1,1,1.0
88,15,2,37.0,56.0,-19.0,0,0,1.0
89,16,2,37.0,52.0,-15.0,0,0,0.0
