,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
4,6,1,81.0,58.0,23.0,1,1,0.0
5,7,1,82.0,58.0,24.0,1,0,1.0
6,8,1,82.0,58.0,24.0,1,0,0.0
7,9,2,82.0,58.0,24.0,0,0,0.0
8,10,1,78.0,58.0,20.0,1,1,0.0
9,11,1,79.0,58.0,21.0,0,0,1.0
10,12,2,79.0,57.0,22.0,1,0,0.0
11,13,1,80.0,57.0,23.0,0,1,0.0
12,14,1,82.0,57.0,25.0,0,1,1.0
13,15,1,75.0,57.0,18.0,0,1,1.0
14,16,1,77.0,57.0,20.0,1,1,1.0
15,17,1,79.0,57.0,22.0,0,1,1.0
16,18,1,84.0,57.0,27.0,0,1,1.0
17,19,1,79.0,57.0,22.0,0,1,1.0
18,20,1,82.0,57.0,25.0,0,0,1.0
19,21,2,82.0,48.0,34.0,1,0,0.0
20,22,1,79.0,48.0,31.0,0,0,0.0
21,23,1,78.0,48.0,30.0,0,0,0.0
22,24,2,78.0,50.0,28.0,0,1,0.0
23,26,2,78.0,44.0,34.0,1,0,1.0
24,27,1,75.0,44.0,31.0,0,0,0.0
25,29,1,78.0,44.0,34.0,1,1,0.0
26,30,1,80.0,44.0,36.0,0,0,1.0
27,31,1,79.0,44.0,35.0,1,0,0.0
28,32,1,75.0,44.0,31.0,0,1,0.0
29,33,2,75.0,55.0,20.0,0,1,1.0
30,34,1,67.0,55.0,12.0,1,0,1.0
31,36,1,64.0,55.0,9.0,1,0,0.0
32,37,1,62.0,55.0,7.0,1,0,0.0
33,38,2,62.0,52.0,10.0,1,1,0.0
34,39,2,62.0,52.0,10.0,0,0,1.0
35,0,1,58.0,52.0,6.0,1,1,0.0
36,1,1,57.0,52.0,5.0,0,0,1.0
37,2,1,51.0,52.0,-1.0,1,1,0.0
38,3,2,51.0,65.0,-14.0,0,1,1.0
39,4,1,50.0,65.0,-15.0,1,1,1.0
40,5,1,50.0,65.0,-15.0,1,1,1.0
41,6,1,49.0,65.0,-16.0,1,0,1.0
42,7,1,44.0,65.0,-21.0,1,1,0.0
43,8,1,45.0,65.0,-20.0,1,0,1.0
44,9,1,42.0,65.0,-23.0,1,1,0.0
45,10,1,38.0,65.0,-27.0,0,1,1.0
46,11,2,38.0,67.0,-29.0,0,1,1.0
47,14,1,32.0,67.0,-35.0,0,1,1.0
48,15,2,32.0,74.0,-42.0,0,0,1.0
49,17,1,44.0,74.0,-30.0,1,1,0.0
50,18,1,43.0,74.0,-31.0,1,0,1.0
51,19,2,43.0,78.0,-35.0,1,0,0.0
52,20,1,41.0,78.0,-37.0,1,0,0.0
53,21,2,41.0,74.0,-33.0,0,1,0.0
54,22,2,41.0,73.0,-32.0,0,1,1.0
55,23,2,41.0,71.0,-30.0,1,0,1.0
56,25,2,41.0,67.0,-26.0,0,0,0.0
57,26,1,39.0,67.0,-28.0,1,1,0.0
58,28,2,39.0,60.0,-21.0,0,0,1.0
59,29,1,34.0,60.0,-26.0,0,1,0.0
60,30,1,32.0,60.0,-28.0,1,1,1.0
