,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
61,31,2,32.0,50.0,-18.0,0,0,1.0
62,32,2,32.0,51.0,-19.0,0,1,0.0
63,33,1,24.0,51.0,-27.0,1,0,1.0
64,34,1,30.0,51.0,-21.0,0,0,0.0
65,35,1,34.0,51.0,-17.0,1,0,0.0
66,36,2,34.0,53.0,-19.0,0,0,0.0
67,37,1,36.0,53.0,-17.0,1,1,0.0
68,39,2,36.0,48.0,-12.0,0,0,1.0
69,0,1,39.0,48.0,-9.0,1,1,0.0
70,2,1,41.0,48.0,-7.0,1,0,1.0
71,3,2,41.0,45.0,-4.0,1,0,0.0
72,5,1,41.0,45.0,-4.0,1,1,0.0
73,6,2,41.0,41.0,0.0,1,1,1.0
74,7,1,47.0,41.0,6.0,1,0,1.0
75,8,1,52.0,41.0,11.0,0,0,0.0
76,9,2,52.0,36.0,16.0,1,1,0.0
77,10,1,48.0,36.0,12.0,1,1,1.0
78,12,2,48.0,33.0,15.0,0,1,1.0
79,13,2,48.0,37.0,11.0,0,0,1.0
80,15,1,48.0,37.0,11.0,1,1,0.0
81,17,2,48.0,35.0,13.0,0,1,1.0
82,18,1,49.0,35.0,14.0,1,0,1.0
83,20,2,49.0,35.0,14.0,0,0,0.0
84,22,2,49.0,37.0,12.0,1,1,0.0
85,23,1,50.0,37.0,13.0,1,0,1.0
86,25,1,52.0,37.0,15.0,0,1,0.0
87,26,2,52.0,48.0,4.0,1,1,1.0
88,27,2,52.0,48.0,4.0,0,1,1.0
89,29,2,52.0,50.0,2.0,0,0,1.0
90,30,1,61.0,50.0,11.0,0,0,0.0
91,31,1,60.0,50.0,10.0,1,1,0.0
92,32,1,64.0,50.0,14.0,0,0,1.0
93,33,1,57.0,50.0,7.0,0,0,0.0
94,34,2,57.0,60.0,-3.0,0,0,0.0
95,35,1,62.0,60.0,2.0,1,1,0.0
96,37,1,71.0,60.0,11.0,1,1,1.0
97,38,2,71.0,63.0,8.0,0,1,1.0
98,0,2,71.0,69.0,2.0,0,0,1.0
99,1,1,64.0,69.0,-5.0,0,0,0.0
100,3,1,64.0,69.0,-5.0,1,1,0.0
101,4,2,64.0,71.0,-7.0,0,0,1.0
102,5,2,64.0,71.0,-7.0,1,1,0.0
103,6,1,66.0,71.0,-5.0,0,0,1.0
104,7,1,66.0,71.0,-5.0,1,1,0.0
105,8,1,66.0,71.0,-5.0,0,1,1.0
106,9,2,66.0,69.0,-3.0,0,0,1.0
107,10,1,66.0,69.0,-3.0,0,1,0.0
108,11,1,67.0,69.0,-2.0,1,0,1.0
109,12,1,62.0,69.0,-7.0,0,0,0.0
110,13,2,62.0,65.0,-3.0,0,0,0.0
111,14,1,60.0,65.0,-5.0,1,0,0.0
112,15,1,59.0,65.0,-6.0,0,1,0.0
113,16,2,59.0,74.0,-15.0,0,1,1.0
114,18,2,59.0,71.0,-12.0,1,0,1.0
115,19,1,52.0,71.0,-19.0,0,0,0.0
116,20,1,51.0,71.0,-20.0,1,0,0.0
117,21,1,54.0,71.0,-17.0,1,1,0.0
118,22,2,54.0,71.0,-17.0,1,1,1.0
119,23,1,52.0,71.0,-19.0,0,1,1.0
120,24,2,52.0,73.0,-21.0,0,0,1.0
121,25,1,57.0,73.0,-16.0,0,1,0.0
122,27,1,54.0,73.0,-19.0,1,1,1.0
123,28,2,54.0,64.0,-10.0,1,0,1.0
124,29,1,51.0,64.0,-13.0,0,0,0.0
125,30,2,51.0,54.0,-3.0,1,0,0.0
126,31,1,55.0,54.0,1.0,1,1,0.0
127,32,2,55.0,56.0,-1.0,0,0,1.0
128,33,2,55.0,57.0,-2.0,0,0,0.0
129,34,1,58.0,57.0,1.0,1,1,0.0
130,35,2,58.0,51.0,7.0,1,0,1.0
131,36,1,63.0,51.0,12.0,0,1,0.0
132,38,1,70.0,51.0,19.0,1,1,1.0
133,39,1,69.0,51.0,18.0,1,0,1.0
