Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
53,0,0,1,1.1073800493759336,1.8184380372294981,4.815819297053167,5.931864849455451,8.796054958071181,13.281722831896332,15.100186833451517,18.298672784007067,1.75,2.75,1.75,1.75,1,1,1750,55,1,0,53,proud,0.0,0,0,15
54,0,0,1,0.8603046017924498,1.7035967176707345,22.298625609384544,23.164875676580778,29.281290946384615,32.78118727191941,34.48481397655996,40.78150615775121,4.75,1.75,4.75,2.5,0,1,1750,55,1,0,53,enthusiastic,0.0,0,0,15
57,0,0,1,0.661532677935611,0.0,45.54786743272416,46.20943887430258,52.53445265185292,0.0,0.0,0.0,4.75,2.75,1.75,1.75,1,1,1750,55,1,0,53,distressed,-4.499999999999992,1,1,15
56,0,0,1,1.1638100420514093,1.3279060574059258,64.29738846401233,65.4803700538414,69.28041803299311,73.78021306107985,75.10814617989672,81.78049501174064,2.75,2.75,4.75,1.75,1,1,1750,55,1,0,109,jittery,0.0,0,0,15
68,0,0,2,0.9916394864030735,1.7409952236594108,85.79711474148462,86.79648684358108,92.7798363954771,97.2795626729494,99.02058422663322,105.28029223399608,4.75,2.75,4.75,3.25,0,1,1750,55,1,0,109,attentive,0.0,0,0,16
71,0,0,2,0.74508917649473,1.2460368744650623,110.7962421937882,111.54136976823247,114.77917009962584,118.27916369996638,119.52522690445585,126.29598895016716,1.75,1.75,4.75,3.25,0,1,1750,55,1,0,109,nervous,0.0,0,1,17
72,0,0,2,0.5240665549827099,1.3472608182564727,131.7958512660898,132.32866267986174,135.77864898459302,140.27851898010522,141.62580649407937,146.2955621843812,1.75,2.75,2.75,1.75,0,1,1750,55,1,0,109,nervous,0.0,0,1,18
0,0,1,0,0.5623105472586758,0.0,150.29535117850537,150.86159184734606,155.27817412994773,158.7780470510188,0.0,0.0,2.75,1.75,1.75,3.25,1,1,1750,55,1,0,109,proud,0.0,0,1,19
71,0,0,2,0.47441837162841693,1.1545908771586255,169.2949708559554,169.76942762553153,173.2777469984685,179.77763930136098,180.93225687423728,185.79455853511354,1.75,4.75,2.75,2.5,1,1,1750,55,1,0,180,attentive,0.0,0,0,20
64,0,0,1,0.565421146884546,1.6235578370033181,190.544463911594,191.12711111013596,194.52717605752514,198.02717880023556,199.65076260156638,203.04428746387384,1.75,1.75,1.75,1.75,0,1,1750,55,1,0,180,afraid,0.0,0,1,20
66,0,0,2,0.5425538878662337,0.8416834246290819,207.04418982337302,207.59355477613826,211.02762677631654,217.52671491643196,218.36842467108363,225.5436348815747,1.75,4.75,4.75,2.5,0,1,1750,55,1,0,180,enthusiastic,0.0,0,0,20
62,0,0,2,0.8171453062532237,1.234262965981543,230.31001115003346,231.1271948542344,234.29290285208845,237.7928814589468,239.02717038925584,245.79313049707707,1.75,1.75,4.75,1.75,1,1,1750,55,1,0,242,excited,0.0,0,1,20
65,0,0,1,0.49100080050629913,1.6146699915625504,249.80979557297178,250.3091674922216,254.79244993913017,259.29217438812884,260.906870709714,264.2924910797901,2.75,2.75,1.75,3.25,1,1,1750,55,1,0,307,upset,0.0,0,0,21
69,0,0,1,0.7742061589578952,1.3497369374745176,269.80916328673266,270.59191317236036,276.7919668563518,283.291616337925,284.6413799711172,288.29234443619134,4.75,4.75,1.75,1.75,0,1,1750,55,1,0,307,hostile,0.0,0,0,22
66,0,0,1,1.0075592763769237,1.2618747488140798,292.30855714766767,293.324748648849,296.2913716881303,299.79118170970287,301.0530835199279,304.79205535448455,1.75,1.75,1.75,3.25,1,1,1750,55,1,0,373,interested,0.0,0,0,23
63,0,0,2,1.5376619890648726,1.3987806273944443,310.3080590714053,311.8577436413907,314.2909657669479,317.79081711202707,319.18962480083246,322.7911345350785,1.75,1.75,1.75,3.25,0,1,1750,55,1,0,373,attentive,0.0,0,0,23
67,0,0,1,0.6267521807294543,1.1300300857074035,328.3077273862582,328.9345179649372,333.2904249043968,336.79028978018323,337.92034619591504,342.79073921904273,2.75,1.75,2.75,1.75,1,1,1750,55,1,0,440,scared,0.0,0,1,24
