Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
54,0,0,1,0.5467458706962134,0.9726151482095702,4.816154520996406,5.382207471016045,8.797344051524306,12.282147899775282,13.25478974350699,17.299606405608756,1.75,1.75,1.75,1.75,0,1,1750,55,1,0,0,excited,0.0,0,1,15
53,0,0,1,0.6315564476817599,1.2394635882219518,21.298968638612223,21.930567872268057,28.28167652267757,32.78174838117229,34.02124195614533,38.78184346111448,4.75,2.75,2.75,3.25,0,1,1750,55,1,0,0,determined,0.0,0,0,16
51,0,0,1,0.5104205788097715,1.6466686730973379,44.298548824098816,44.81443942511714,51.28102376230572,54.780887542004166,56.42758291062364,62.781063439897025,4.75,1.75,4.75,1.75,1,1,1750,55,1,0,51,scared,0.0,0,1,17
30,0,0,22,0.0,1.8248634780024986,0.0,0.0,0.0,66.04747707202023,67.87236687985296,71.04774549001058,1.75,2.75,1.75,1.75,1,1,1750,55,1,0,81,upset,-3.2499999999999964,2,0,17
45,0,0,1,0.7828509428090911,0.9711490886406864,82.54716202828922,83.33005173445918,86.52997706013548,90.02972381836662,91.00089960252899,98.03011986289448,1.75,1.75,4.75,1.75,0,1,1750,55,1,0,81,ashamed,0.0,0,1,18
0,0,1,0,0.9449936936402992,0.0,102.04643082696475,102.99591851063815,106.02921477498376,109.5293052837751,0.0,0.0,1.75,1.75,2.75,2.5,1,1,1750,55,1,0,81,strong,0.0,0,1,19
36,0,0,2,1.0450916625495665,1.7442430009277814,120.29584855374242,121.34538483789402,124.2788369236373,127.7785507695803,129.52282156310685,132.79566771900636,1.75,1.75,1.75,2.5,0,1,1750,55,1,0,81,ashamed,0.0,0,0,19
49,0,0,1,0.7493495252037974,1.706472128229052,137.54523007700345,138.29461690280004,142.52823636581024,146.0280394406227,147.734537898682,151.04488980051838,2.75,1.75,1.75,1.75,0,1,1750,55,1,0,81,enthusiastic,0.0,0,1,20
49,0,0,1,0.4562396394858297,1.1925445623232918,155.0449936570708,155.50127169422558,160.02770410098037,164.52746402412686,165.7200352819723,170.54464423828313,2.75,2.75,2.75,2.5,0,1,1750,55,1,0,81,enthusiastic,0.0,0,1,21
46,0,0,1,0.7738684481232667,1.6716834744843254,175.29480084591887,176.0687073260192,180.27688741913153,183.77678520819381,185.44849464681602,191.79434793627115,2.75,1.75,4.75,2.5,0,1,1750,55,1,0,81,guilty,0.0,0,0,22
0,1,0,0,0.0,0.0,196.5434235581033,0.0,0.0,0.0,0.0,0.0,2.75,4.75,1.75,2.5,1,1,1750,55,1,0,81,determined,0.0,0,0,22
47,0,0,1,0.7521752279449174,2.596435014139388,217.8094780805991,218.57565309863685,221.7922923810611,225.29203621375564,227.88849755772526,231.29266776398663,1.75,1.75,2.75,3.25,0,1,1750,55,1,0,81,strong,0.0,0,0,23
43,0,0,1,0.6324750661992766,1.4495606392442824,236.8086742893961,237.44117970803836,243.7917405517046,250.29124961008074,251.74083694484716,255.2916149364737,4.75,4.75,1.75,1.75,1,1,1750,55,1,0,124,interested,0.0,0,0,24
46,0,0,1,1.075249923113006,0.0,259.30816433178325,260.38345265256567,263.2943649409535,0.0,0.0,0.0,1.75,2.75,2.75,1.75,0,1,1750,55,1,0,124,scared,-1.4000000000000006,1,0,25
42,0,0,1,1.0027781627704826,1.0617357721093867,276.05762393030454,277.07366281946406,280.0403387625197,286.54023033481644,287.60199243675606,292.5405729883,1.75,4.75,2.75,1.75,0,1,1750,55,1,0,124,inspired,0.0,0,0,26
0,1,0,0,0.0,0.0,296.5568802954499,0.0,0.0,0.0,0.0,0.0,2.75,4.75,4.75,3.25,1,1,1750,55,1,0,124,guilty,0.0,0,1,26
46,0,0,1,0.7288791793575911,1.837057846270909,321.5560593167188,322.288980856385,326.53890945500507,330.0387205750435,331.87580511683655,335.0389582748985,2.75,1.75,1.75,1.75,1,1,1750,55,1,0,170,hostile,0.0,0,1,27
0,0,1,0,0.0,0.0,0.0,0.0,0.0,338.2885672586367,0.0,0.0,1.75,2.75,1.75,2.5,0,1,1750,55,1,0,170,active,0.0,2,1,27
48,0,0,1,0.5650235268003598,1.4137275689045055,348.05526667912454,348.6203278722096,353.03813327355465,359.53834811765455,360.95210274777355,365.554719055227,2.75,4.75,2.75,1.75,1,1,1750,55,1,0,218,attentive,0.0,0,0,28
53,0,0,1,0.6811684300951129,0.0,369.5545592477856,370.25407225563595,376.5375289673839,0.0,0.0,0.0,4.75,2.75,1.75,2.5,0,1,1750,55,1,0,218,enthusiastic,-2.5999999999999988,1,0,29
57,0,0,1,0.6153796926064388,1.536891931772061,389.05392934316933,389.66934926190515,393.0366844015134,396.5370429626032,398.0739619555893,401.5538706495895,1.75,1.75,1.75,3.25,1,1,1750,55,1,0,275,enthusiastic,0.0,0,1,30
56,0,0,1,0.5015726588117104,1.0654917955152996,407.0532305055949,407.5548419277675,412.03617572382336,415.5361539651444,416.60167245618186,420.55307600068863,2.75,1.75,1.75,1.75,1,1,1750,55,1,0,331,ashamed,0.0,0,1,31
0,1,0,0,0.0,0.0,424.5527351756655,0.0,0.0,0.0,0.0,0.0,1.75,1.75,1.75,1.75,1,1,1750,55,1,0,331,ashamed,0.0,0,1,31
0,0,1,0,0.6183966523085473,0.0,441.05248083682045,441.67091515541324,448.051908163015,451.53485612393433,0.0,0.0,4.75,1.75,1.75,1.75,0,1,1750,55,1,0,331,upset,0.0,0,0,32
56,0,0,1,0.4941831188489232,2.472147245186534,460.5682982994217,461.0676215862186,465.55120256013697,469.0510195312486,471.52319347195726,477.05124333480444,2.75,1.75,4.75,2.5,0,1,1750,55,1,0,331,proud,0.0,0,1,33
36,0,0,2,1.7102983645154382,1.357499485288372,481.8175851084329,483.53381938687335,486.8004568225524,491.30022113400355,492.6577462177379,499.3004368923339,2.75,2.75,4.75,1.75,1,1,1750,55,1,0,367,guilty,0.0,0,1,33
55,0,0,1,0.5306711437128797,1.5606652085302812,503.31686268371914,503.8475718594086,507.2998181413259,511.7996007373813,513.3602919100499,517.800046516033,1.75,2.75,2.75,1.75,0,1,1750,55,1,0,367,distressed,0.0,0,1,34
54,0,0,1,0.7934113988417266,1.0317161088460125,521.8164434177434,522.6159322533467,525.7994855443744,529.2989814378352,530.3307235108196,534.299465248464,1.75,1.75,1.75,3.25,0,1,1750,55,1,0,367,afraid,0.0,0,1,35
55,0,0,1,0.4684135289980986,2.5619217265348198,539.816010804007,540.2985557722482,543.7986554233416,548.2984343624762,550.8603820531489,553.2987137512291,1.75,2.75,1.75,1.75,0,1,1750,55,1,0,367,guilty,0.0,0,0,36
