,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
5,6,2,45.0,36.0,9.0,0,0,1.0
6,7,1,49.0,36.0,13.0,0,0,0.0
7,9,1,46.0,36.0,10.0,1,1,0.0
8,10,1,47.0,36.0,11.0,1,0,1.0
9,11,1,47.0,36.0,11.0,0,1,0.0
10,12,1,43.0,36.0,7.0,0,0,1.0
11,13,2,43.0,30.0,13.0,1,0,0.0
12,14,1,42.0,30.0,12.0,1,1,0.0
13,15,2,42.0,32.0,10.0,0,1,1.0
14,16,1,46.0,32.0,14.0,0,0,1.0
15,17,2,46.0,33.0,13.0,1,1,0.0
16,18,1,48.0,33.0,15.0,1,0,1.0
17,19,2,48.0,35.0,13.0,1,0,0.0
18,20,1,57.0,35.0,22.0,1,1,0.0
19,21,2,57.0,39.0,18.0,1,0,1.0
20,22,2,57.0,41.0,16.0,1,0,0.0
21,23,2,57.0,39.0,18.0,1,0,0.0
22,24,1,56.0,39.0,17.0,0,0,0.0
23,25,1,57.0,39.0,18.0,1,1,0.0
24,26,1,55.0,39.0,16.0,0,1,1.0
25,27,1,54.0,39.0,15.0,0,0,1.0
26,28,1,55.0,39.0,16.0,0,0,0.0
27,29,1,54.0,39.0,15.0,1,1,0.0
28,30,2,54.0,35.0,19.0,0,1,1.0
29,31,1,58.0,35.0,23.0,0,0,1.0
30,32,1,56.0,35.0,21.0,1,1,0.0
31,33,1,57.0,35.0,22.0,0,0,1.0
32,34,1,58.0,35.0,23.0,0,1,0.0
33,36,1,51.0,35.0,16.0,0,1,1.0
34,37,1,50.0,35.0,15.0,1,0,1.0
35,38,1,56.0,35.0,21.0,1,1,0.0
36,39,2,56.0,52.0,4.0,0,1,1.0
37,0,1,55.0,52.0,3.0,0,1,1.0
38,1,1,58.0,52.0,6.0,0,0,1.0
39,3,1,49.0,52.0,-3.0,0,1,0.0
40,4,2,49.0,54.0,-5.0,0,0,1.0
41,5,1,47.0,54.0,-7.0,0,1,0.0
42,6,2,47.0,61.0,-14.0,1,0,1.0
43,7,1,45.0,61.0,-16.0,1,1,0.0
44,8,1,52.0,61.0,-9.0,1,0,1.0
45,9,2,52.0,73.0,-21.0,1,1,0.0
46,10,2,52.0,74.0,-22.0,1,0,1.0
47,11,2,52.0,73.0,-21.0,1,1,0.0
48,12,1,37.0,73.0,-36.0,0,0,1.0
49,13,1,35.0,73.0,-38.0,0,1,0.0
50,14,1,39.0,73.0,-34.0,1,0,1.0
51,15,1,36.0,73.0,-37.0,1,0,0.0
52,16,1,41.0,73.0,-32.0,0,1,0.0
53,17,2,41.0,72.0,-31.0,0,1,1.0
54,18,1,44.0,72.0,-28.0,0,1,1.0
55,19,1,44.0,72.0,-28.0,0,0,1.0
56,20,1,47.0,72.0,-25.0,1,1,0.0
57,21,1,53.0,72.0,-19.0,0,1,1.0
58,22,1,50.0,72.0,-22.0,0,0,1.0
59,23,2,50.0,69.0,-19.0,1,0,0.0
60,24,1,48.0,69.0,-21.0,1,1,0.0
61,25,1,47.0,69.0,-22.0,1,1,1.0
62,26,1,50.0,69.0,-19.0,1,1,1.0
63,27,1,50.0,69.0,-19.0,0,0,1.0
64,28,1,50.0,69.0,-19.0,0,1,0.0
65,29,2,50.0,66.0,-16.0,1,0,1.0
