,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
2,2,1,51.0,47.0,4.0,1,0,0.0
3,3,1,50.0,47.0,3.0,0,1,0.0
4,4,1,50.0,47.0,3.0,0,0,1.0
5,5,1,50.0,47.0,3.0,0,0,0.0
6,6,2,50.0,64.0,-14.0,1,0,0.0
7,7,2,50.0,65.0,-15.0,0,1,0.0
8,8,2,50.0,64.0,-14.0,1,0,1.0
9,9,2,50.0,65.0,-15.0,1,0,0.0
10,10,2,50.0,66.0,-16.0,0,0,0.0
11,11,2,50.0,66.0,-16.0,1,1,0.0
12,13,2,50.0,65.0,-15.0,1,0,1.0
13,14,2,50.0,65.0,-15.0,1,1,0.0
14,15,1,71.0,65.0,6.0,0,1,1.0
15,16,2,71.0,64.0,7.0,1,0,1.0
16,17,1,83.0,64.0,19.0,0,1,0.0
17,18,1,83.0,64.0,19.0,1,0,1.0
18,19,1,83.0,64.0,19.0,0,1,0.0
19,20,1,82.0,64.0,18.0,1,1,1.0
20,21,1,85.0,64.0,21.0,0,1,1.0
21,22,1,81.0,64.0,17.0,0,0,1.0
22,24,1,76.0,64.0,12.0,1,1,0.0
23,25,1,81.0,64.0,17.0,0,0,1.0
24,26,1,80.0,64.0,16.0,1,0,0.0
25,27,1,80.0,64.0,16.0,1,0,0.0
26,28,1,82.0,64.0,18.0,0,0,0.0
27,29,2,82.0,56.0,26.0,0,1,0.0
28,30,1,81.0,56.0,25.0,1,1,1.0
29,31,1,79.0,56.0,23.0,1,1,1.0
30,32,1,79.0,56.0,23.0,0,1,1.0
31,33,1,80.0,56.0,24.0,1,1,1.0
32,34,1,82.0,56.0,26.0,0,0,1.0
33,35,2,82.0,54.0,28.0,0,1,0.0
34,36,1,88.0,54.0,34.0,1,0,1.0
35,38,1,87.0,54.0,33.0,0,1,0.0
36,39,1,92.0,54.0,38.0,1,1,1.0
37,0,1,87.0,54.0,33.0,1,0,1.0
38,1,2,87.0,52.0,35.0,1,0,0.0
39,2,1,78.0,52.0,26.0,0,1,0.0
40,3,1,80.0,52.0,28.0,1,1,1.0
41,4,1,83.0,52.0,31.0,0,1,1.0
42,5,1,81.0,52.0,29.0,1,1,1.0
43,6,1,80.0,52.0,28.0,1,0,1.0
44,8,2,80.0,48.0,32.0,1,1,0.0
45,9,1,79.0,48.0,31.0,1,0,1.0
46,10,1,74.0,48.0,26.0,1,0,0.0
47,11,1,74.0,48.0,26.0,0,1,0.0
48,12,1,70.0,48.0,22.0,0,0,1.0
49,14,1,70.0,48.0,22.0,1,1,0.0
