,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
55,22,1,53.0,50.0,3.0,1,1,0.0
56,23,2,53.0,46.0,7.0,0,1,1.0
57,24,2,53.0,47.0,6.0,1,1,1.0
58,25,1,50.0,47.0,3.0,0,0,1.0
59,26,1,52.0,47.0,5.0,1,0,0.0
60,27,2,52.0,45.0,7.0,1,1,0.0
61,28,1,49.0,45.0,4.0,1,0,1.0
62,29,1,49.0,45.0,4.0,1,0,0.0
63,30,2,49.0,47.0,2.0,1,1,0.0
64,31,2,49.0,44.0,5.0,0,0,1.0
65,32,1,43.0,44.0,-1.0,0,0,0.0
66,33,2,43.0,43.0,0.0,0,0,0.0
67,34,1,42.0,43.0,-1.0,1,1,0.0
68,36,1,44.0,43.0,1.0,0,0,1.0
69,37,2,44.0,41.0,3.0,0,1,0.0
70,38,1,39.0,41.0,-2.0,0,1,1.0
71,39,2,39.0,38.0,1.0,0,0,1.0
72,0,1,36.0,38.0,-2.0,1,0,0.0
73,1,2,36.0,37.0,-1.0,1,0,0.0
74,2,2,36.0,34.0,2.0,1,0,0.0
75,3,1,38.0,34.0,4.0,1,0,0.0
76,4,1,37.0,34.0,3.0,1,1,0.0
77,6,2,37.0,42.0,-5.0,0,1,1.0
78,7,2,37.0,45.0,-8.0,0,1,1.0
79,8,2,37.0,47.0,-10.0,0,0,1.0
80,9,1,44.0,47.0,-3.0,0,0,0.0
81,11,2,44.0,51.0,-7.0,1,1,0.0
82,12,1,38.0,51.0,-13.0,1,1,1.0
83,13,2,38.0,51.0,-13.0,0,1,1.0
84,16,2,38.0,49.0,-11.0,1,0,1.0
85,17,1,41.0,49.0,-8.0,1,1,0.0
86,18,2,41.0,52.0,-11.0,0,0,1.0
87,19,2,41.0,55.0,-14.0,1,1,0.0
88,20,2,41.0,57.0,-16.0,0,0,1.0
89,22,2,41.0,54.0,-13.0,1,0,0.0
90,23,2,41.0,54.0,-13.0,0,1,0.0
91,24,1,40.0,54.0,-14.0,1,0,1.0
92,25,2,40.0,49.0,-9.0,0,1,0.0
93,26,2,40.0,52.0,-12.0,1,1,1.0
94,27,2,40.0,57.0,-17.0,0,1,1.0
95,28,2,40.0,63.0,-23.0,0,1,1.0
96,29,2,40.0,61.0,-21.0,0,0,1.0
97,30,1,43.0,61.0,-18.0,1,0,0.0
98,32,2,43.0,70.0,-27.0,1,1,0.0
99,33,2,43.0,66.0,-23.0,0,1,1.0
100,34,2,43.0,69.0,-26.0,1,0,1.0
101,35,2,43.0,72.0,-29.0,1,1,0.0
102,36,2,43.0,77.0,-34.0,0,1,1.0
103,37,2,43.0,76.0,-33.0,0,0,1.0
104,38,1,42.0,76.0,-34.0,0,1,0.0
105,39,2,42.0,76.0,-34.0,1,0,1.0
106,0,2,42.0,77.0,-35.0,1,1,0.0
107,1,1,36.0,77.0,-41.0,1,0,1.0
108,2,2,36.0,77.0,-41.0,0,0,0.0
109,3,2,36.0,82.0,-46.0,1,0,0.0
110,4,2,36.0,87.0,-51.0,1,0,0.0
111,5,2,36.0,84.0,-48.0,0,0,0.0
112,6,2,36.0,83.0,-47.0,0,0,0.0
113,8,2,36.0,83.0,-47.0,1,1,0.0
114,9,2,36.0,82.0,-46.0,0,1,1.0
115,10,2,36.0,83.0,-47.0,1,1,1.0
116,11,2,36.0,81.0,-45.0,1,0,1.0
117,12,2,36.0,84.0,-48.0,0,0,0.0
118,13,2,36.0,84.0,-48.0,1,1,0.0
119,14,2,36.0,85.0,-49.0,1,1,1.0
120,15,2,36.0,83.0,-47.0,1,0,1.0
121,16,2,36.0,79.0,-43.0,0,1,0.0
122,17,1,52.0,79.0,-27.0,1,1,1.0
123,18,2,52.0,74.0,-22.0,0,0,1.0
124,19,2,52.0,72.0,-20.0,0,1,0.0
125,20,2,52.0,68.0,-16.0,1,0,1.0
126,21,1,49.0,68.0,-19.0,0,0,0.0
127,23,2,49.0,62.0,-13.0,0,0,0.0
128,24,2,49.0,62.0,-13.0,1,1,0.0
129,26,2,49.0,57.0,-8.0,1,1,1.0
130,27,1,41.0,57.0,-16.0,0,1,1.0
131,28,2,41.0,64.0,-23.0,0,0,1.0
132,29,1,36.0,64.0,-28.0,1,1,0.0
133,30,2,36.0,72.0,-36.0,0,1,1.0
134,32,2,36.0,65.0,-29.0,0,0,1.0
135,33,2,36.0,72.0,-36.0,0,0,0.0
136,35,2,36.0,72.0,-36.0,1,0,0.0
137,36,2,36.0,70.0,-34.0,1,1,0.0
138,37,2,36.0,72.0,-36.0,0,1,1.0
139,38,2,36.0,71.0,-35.0,0,0,1.0
140,39,2,36.0,69.0,-33.0,0,1,0.0
