,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
2,2,1,51.0,47.0,4.0,1,1,1.0
3,3,2,51.0,54.0,-3.0,1,0,1.0
4,4,2,51.0,61.0,-10.0,1,1,0.0
5,5,2,51.0,60.0,-9.0,0,1,1.0
6,6,2,51.0,64.0,-13.0,1,1,1.0
7,7,2,51.0,65.0,-14.0,0,0,1.0
8,8,2,51.0,64.0,-13.0,0,0,0.0
9,9,2,51.0,65.0,-14.0,0,1,0.0
10,10,2,51.0,66.0,-15.0,1,1,1.0
11,11,2,51.0,66.0,-15.0,0,1,1.0
12,12,1,73.0,66.0,7.0,1,1,1.0
13,13,1,72.0,66.0,6.0,0,1,1.0
14,14,2,72.0,65.0,7.0,0,0,1.0
15,15,1,71.0,65.0,6.0,1,1,0.0
16,16,1,76.0,65.0,11.0,1,0,1.0
17,17,1,83.0,65.0,18.0,0,1,0.0
18,20,1,82.0,65.0,17.0,0,0,1.0
19,21,2,82.0,58.0,24.0,1,1,0.0
20,22,1,81.0,58.0,23.0,0,0,1.0
21,23,1,77.0,58.0,19.0,1,0,0.0
22,24,1,76.0,58.0,18.0,1,1,0.0
23,25,2,76.0,47.0,29.0,1,1,1.0
24,26,1,80.0,47.0,33.0,1,0,1.0
25,27,1,80.0,47.0,33.0,0,0,0.0
26,28,1,82.0,47.0,35.0,1,0,0.0
27,29,1,84.0,47.0,37.0,0,1,0.0
28,30,1,81.0,47.0,34.0,1,0,1.0
29,31,1,79.0,47.0,32.0,1,0,0.0
30,34,2,79.0,57.0,22.0,0,0,0.0
31,35,1,88.0,57.0,31.0,0,1,0.0
32,36,1,88.0,57.0,31.0,1,0,1.0
33,37,1,86.0,57.0,29.0,0,0,0.0
34,38,1,87.0,57.0,30.0,1,0,0.0
35,39,1,92.0,57.0,35.0,0,0,0.0
36,0,1,87.0,57.0,30.0,1,0,0.0
37,1,1,81.0,57.0,24.0,0,1,0.0
38,3,2,81.0,54.0,27.0,1,1,1.0
39,4,1,83.0,54.0,29.0,0,0,1.0
40,5,1,81.0,54.0,27.0,1,0,0.0
41,6,1,80.0,54.0,26.0,1,1,0.0
42,7,1,80.0,54.0,26.0,0,1,1.0
43,8,1,79.0,54.0,25.0,1,0,1.0
44,9,2,79.0,54.0,25.0,1,1,0.0
45,10,1,74.0,54.0,20.0,0,0,1.0
46,12,1,70.0,54.0,16.0,0,1,0.0
47,13,1,70.0,54.0,16.0,1,0,1.0
48,14,2,70.0,55.0,15.0,1,1,0.0
49,15,1,72.0,55.0,17.0,0,1,1.0
50,16,1,68.0,55.0,13.0,1,1,1.0
51,17,2,68.0,57.0,11.0,1,0,1.0
52,18,1,67.0,57.0,10.0,1,0,0.0
53,20,1,60.0,57.0,3.0,0,0,0.0
54,21,2,60.0,50.0,10.0,0,0,0.0
