Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
47,0,0,1,0.5845324681547481,1.7404602819997308,4.816010072622703,5.400580572754279,9.797091723985886,14.281963225272648,16.022450202794516,19.298950719700315,2.75,2.75,1.75,3.25,0,1,1750,55,1,0,0,inspired,0.0,0,1,15
47,0,0,2,0.7864669061461882,1.684648721668509,24.798647378115675,25.598257257799332,29.78158052850563,33.28130461382739,34.96598222517059,38.28169005328505,2.75,1.75,1.75,1.75,1,1,1750,55,1,0,47,guilty,0.0,0,0,15
51,0,0,1,0.9237265047406709,1.5416353238074407,42.29798273275105,43.231059252722844,49.28075315016304,52.780733585636426,54.3223952392741,58.78115010892134,4.75,1.75,2.75,1.75,0,1,1750,55,1,0,47,afraid,0.0,0,1,16
0,0,1,0,0.5475405195973053,0.0,62.79769328746579,63.36363323863134,66.78033790680047,70.28030700581917,0.0,0.0,1.75,1.75,4.75,2.5,0,1,1750,55,1,0,47,distressed,0.0,0,1,16
50,0,0,1,0.5459768202413215,1.4550328556053955,83.0467431280058,83.59275834591608,88.02974466281535,91.5294683824452,92.9845275678806,96.52975142811897,2.75,1.75,1.75,2.5,1,1,1750,55,1,0,97,nervous,0.0,0,1,16
50,0,0,1,0.7268971282567236,0.7509574733019235,101.29630713161737,102.02908202875733,105.27921943755837,111.7791325856881,112.53011638882003,116.79585166212541,1.75,4.75,1.75,2.5,0,1,1750,55,1,0,97,scared,0.0,0,0,16
54,0,0,1,0.9120108274112226,1.0563337686287468,121.54565610828286,122.46199746136563,126.52850917210594,130.02813964025404,131.08449900732876,135.04528182243394,2.75,1.75,1.75,1.75,1,1,1750,55,1,0,151,active,0.0,0,1,16
53,0,0,1,0.5151434920885549,1.2513727166642639,139.0450880056287,139.57786334159937,146.02794838329373,152.52759969589033,153.7789994737691,160.5440825352407,4.75,4.75,4.75,1.75,0,1,1750,55,1,0,151,alert,0.0,0,1,16
56,0,0,11,0.0,1.3776681351641855,0.0,0.0,0.0,163.7940444118408,165.1717385111433,168.79421884696558,2.75,4.75,1.75,1.75,1,1,1750,55,1,0,207,irritable,-0.9500000000000003,2,1,16
65,0,0,2,1.558667066977705,1.0829162919844748,183.29360027880375,184.85230537775806,187.27666069003908,191.77631383109656,192.85925681860317,196.79337409824893,1.75,2.75,1.75,3.25,1,1,1750,55,1,0,272,strong,0.0,0,0,17
68,0,0,1,1.1524968907028779,1.6390194917535155,202.29312743893752,203.4456616302332,206.29275479870284,209.79257762088764,211.4316230767795,215.79275790708562,1.75,1.75,2.75,1.75,0,1,1750,55,1,0,272,attentive,0.0,0,0,18
66,0,0,22,0.0,1.5499932164116217,0.0,0.0,0.0,219.0422275621395,220.59224601130518,227.04231240270292,1.75,1.75,4.75,2.5,1,1,1750,55,1,0,338,distressed,-0.9500000000000003,2,0,18
73,0,0,1,1.5222858242022994,0.751023663568958,238.30857500399497,239.83089849448243,242.2914247765898,248.7912859964431,249.54233672122655,253.79171056495397,1.75,4.75,1.75,3.25,0,1,1750,55,1,0,338,upset,0.0,0,1,19
65,0,0,2,1.3581716273406528,1.6704942438236685,259.30807108030194,260.6662800082354,266.29060306647443,269.790511094915,271.461031302877,274.79089031760714,4.75,1.75,1.75,3.25,0,1,1750,55,1,0,338,distressed,0.0,0,1,19
73,0,0,1,0.5984620453668867,1.5566202883774167,280.30721462943893,280.92361058034976,287.2900084511439,290.78987369361084,292.3465203118185,295.790059830882,4.75,1.75,1.75,1.75,1,1,1750,55,1,0,411,nervous,0.0,0,0,20
65,0,0,2,1.330678896385507,1.8657628464889058,299.80653791623536,301.1372544789051,303.7895281145902,307.28934691416225,309.1551364561733,315.2899565228681,1.75,1.75,4.75,2.5,0,1,1750,55,1,0,411,scared,0.0,0,0,20
64,0,0,2,1.0351788471994041,1.5708628980146386,320.0558821389036,321.1055200854548,324.0387981017657,328.5386073933432,330.10949735257236,336.5390180655545,1.75,2.75,4.75,1.75,0,1,1750,55,1,0,411,strong,0.0,0,1,20
62,0,0,2,0.7536453101270126,1.428809076185189,340.5554113103444,341.3215855969979,344.53823255895577,351.0379943105627,352.46683008226955,356.0548282143145,1.75,4.75,1.75,1.75,1,1,1750,55,1,0,473,afraid,0.0,0,1,20
83,0,0,11,0.0,1.341960497209584,0.0,0.0,0.0,359.28772506976475,360.6297126281888,365.3046522249988,1.75,2.75,2.75,2.5,0,1,1750,55,1,0,473,proud,2.6999999999999984,2,1,20
63,0,0,2,0.8341527883471826,1.614088068161891,377.5542440212089,378.38843520722503,381.53716693221986,386.03690198830463,387.6510160206044,392.05377867803054,1.75,2.75,2.75,3.25,0,1,1750,55,1,0,473,interested,0.0,0,1,20
62,0,0,2,0.5743914609433887,0.0,397.57038164723053,398.1531302693943,402.5564290314169,0.0,0.0,0.0,2.75,2.75,1.75,1.75,1,1,1750,55,1,0,473,alert,1.2000000000000004,1,0,20
85,0,0,1,0.8503401484927053,1.1314809322661858,414.3030431798243,415.16935346736454,419.285791290019,423.7857362533605,424.9172438811488,429.8025712541885,2.75,2.75,2.75,2.5,0,1,1750,55,1,0,473,excited,0.0,0,0,21
81,0,0,1,0.6653708977119095,0.0,434.5524345767717,435.21784240938405,438.5358402013353,0.0,0.0,0.0,1.75,4.75,1.75,1.75,1,1,1750,55,1,0,473,determined,2.8999999999999977,1,1,22
53,0,0,2,1.7244853889555998,1.1800905526743009,452.30186309146575,454.0348285141822,457.30124909445476,460.8011644367375,461.98128095354923,466.80149831361086,2.75,1.75,2.75,1.75,0,1,1750,55,1,0,473,nervous,0.0,0,0,22
50,0,0,2,1.5957094810428316,1.4911895634400025,470.8180341783136,472.4138998098765,475.8007610783675,480.3005586677982,481.7917749267608,488.3009386218746,2.75,2.75,4.75,1.75,0,1,1750,55,1,0,473,excited,0.0,0,0,22
81,0,0,1,0.41618648248459067,1.3730158004582336,492.31720935981593,492.75005275108333,496.3001202029882,502.8000198205109,504.17306231649127,507.8002041293221,1.75,4.75,1.75,1.75,0,1,1750,55,1,0,473,excited,0.0,0,0,23
80,0,0,1,1.8322168144486568,1.540416106396151,511.8165615362873,513.6659794093416,515.7993857104357,520.2992220632273,521.8396652308375,526.3163616855627,1.75,2.75,2.75,1.75,1,1,1750,55,1,0,553,hostile,0.0,0,1,24
56,0,0,2,0.8263748833896898,1.897538197452377,530.3159426024331,531.1423642944101,534.2989543766212,537.7986071519863,539.696171313577,542.7990807232363,1.75,1.75,1.75,3.25,1,1,1750,55,1,0,609,determined,0.0,0,0,24
82,0,0,1,0.7513889899623791,1.467054617210124,548.315499383626,549.0814922870054,555.2981644817173,559.7979335471655,561.2650159569739,565.7983822513543,4.75,2.75,2.75,1.75,1,1,1750,55,1,0,691,strong,0.0,0,0,25
56,0,0,2,0.5615980890397623,0.0,569.8147765932199,570.3764116171601,576.797521777878,0.0,0.0,0.0,4.75,1.75,2.75,2.5,0,1,1750,55,1,0,691,attentive,3.649999999999995,1,1,25
61,0,0,2,0.7645330605760137,1.5129032623758576,589.3143712235437,590.0972901850805,596.2969913415086,600.7967227406721,602.3096526985701,606.8134743637047,4.75,2.75,2.75,2.5,1,1,1750,55,1,0,752,irritable,0.0,0,0,25
79,0,0,1,1.054945967166077,2.512904359451568,611.5634309377697,612.6184142055286,618.5462894869743,622.0462088518693,624.5591402725358,628.0631765989247,4.75,1.75,2.75,2.5,1,1,1750,55,1,0,831,proud,0.0,0,1,26
60,0,0,2,0.6640719594256552,1.3573437004602056,632.8127682122886,633.4956031012152,637.7957075794438,641.2954664055137,642.652836801496,649.3122867786587,2.75,1.75,4.75,1.75,1,1,1750,55,1,0,891,active,0.0,0,1,26
80,0,0,1,0.5971868770666333,1.1962234246989283,653.3120677290999,653.9282896105783,657.2952202947404,660.7948708759532,661.9911213618666,665.8117801122748,1.75,1.75,1.75,3.25,1,1,1750,55,1,0,971,guilty,0.0,0,1,27
82,0,0,1,0.4072193468664409,2.182570676395244,671.3115341843477,671.7277495565068,675.2943726204871,681.7940330753863,683.9766297159194,686.8112217004609,1.75,4.75,1.75,2.5,1,1,1750,55,1,0,1053,jittery,0.0,0,1,28
88,0,0,1,0.5455804100211026,1.493528530016647,691.5607782073848,692.1063882384651,696.5603880139302,700.0436588809603,701.5372137408071,705.0604883964074,2.75,1.75,1.75,1.75,0,1,1750,55,1,0,1053,irritable,0.0,0,0,29
0,0,1,0,1.4386315655897306,0.0,709.0772550128158,710.5266748606073,713.0599131627573,716.5597498812417,0.0,0.0,1.75,1.75,4.75,3.25,0,1,1750,55,1,0,1053,excited,0.0,0,0,30
86,0,0,1,0.5788404708505368,1.401162388861394,730.0764852309767,730.6595044652831,735.0591850698161,738.5590078920009,739.9601969763849,743.5594617158786,2.75,1.75,1.75,2.5,1,1,1750,55,1,0,1139,hostile,0.0,0,0,31
87,0,0,1,0.5991784361617647,1.3161923701272826,748.3257084095649,748.9419855105484,752.3086196184295,755.8084479259956,757.1246666259531,760.8088790769639,1.75,1.75,1.75,1.75,1,1,1750,55,1,0,1226,nervous,0.0,0,0,32
92,0,0,1,1.2364440686756097,1.086255060721669,764.8251373813741,766.0616194820263,768.808118071735,773.3079438194563,774.3942244786235,779.3082371045084,1.75,2.75,2.75,1.75,0,1,1750,55,1,0,1226,interested,0.0,0,0,33
