,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
2,3,2,57.0,65.0,-8.0,1,0,0.0
3,4,2,57.0,68.0,-11.0,1,1,0.0
4,5,2,57.0,71.0,-14.0,1,0,1.0
5,6,1,65.0,71.0,-6.0,1,1,0.0
6,8,2,65.0,71.0,-6.0,1,0,1.0
7,9,2,65.0,68.0,-3.0,0,1,0.0
8,10,2,65.0,66.0,-1.0,1,0,1.0
9,11,2,65.0,62.0,3.0,1,0,0.0
10,12,2,65.0,62.0,3.0,0,1,0.0
11,13,2,65.0,62.0,3.0,0,1,1.0
12,14,1,66.0,62.0,4.0,0,1,1.0
13,15,2,66.0,63.0,3.0,1,0,1.0
14,16,2,66.0,61.0,5.0,0,1,0.0
15,17,1,69.0,61.0,8.0,0,1,1.0
16,18,2,69.0,64.0,5.0,1,0,1.0
17,19,2,69.0,67.0,2.0,0,1,0.0
18,20,1,67.0,67.0,0.0,1,0,1.0
19,22,1,69.0,67.0,2.0,0,1,0.0
20,23,2,69.0,60.0,9.0,1,1,1.0
21,24,1,67.0,60.0,7.0,0,1,1.0
22,25,1,66.0,60.0,6.0,1,0,1.0
23,26,1,61.0,60.0,1.0,0,1,0.0
24,27,2,61.0,69.0,-8.0,0,1,1.0
25,28,2,61.0,69.0,-8.0,0,0,1.0
26,29,2,61.0,70.0,-9.0,0,0,0.0
27,30,2,61.0,72.0,-11.0,0,0,0.0
28,31,2,61.0,76.0,-15.0,0,1,0.0
29,32,2,61.0,74.0,-13.0,1,1,1.0
30,33,2,61.0,73.0,-12.0,1,1,1.0
31,34,2,61.0,72.0,-11.0,0,0,1.0
32,36,2,61.0,70.0,-9.0,1,0,0.0
33,37,1,43.0,70.0,-27.0,0,1,0.0
34,38,2,43.0,69.0,-26.0,1,1,1.0
35,39,2,43.0,65.0,-22.0,1,0,1.0
36,0,2,43.0,60.0,-17.0,0,0,0.0
37,1,1,37.0,60.0,-23.0,0,1,0.0
38,2,2,37.0,61.0,-24.0,0,0,1.0
39,3,2,37.0,64.0,-27.0,1,0,0.0
40,4,2,37.0,63.0,-26.0,0,0,0.0
41,6,2,37.0,62.0,-25.0,1,0,0.0
42,7,1,35.0,62.0,-27.0,1,0,0.0
43,8,1,33.0,62.0,-29.0,0,1,0.0
44,9,2,33.0,58.0,-25.0,0,1,1.0
45,10,2,33.0,61.0,-28.0,0,1,1.0
46,12,2,33.0,60.0,-27.0,0,1,1.0
47,13,2,33.0,61.0,-28.0,0,0,1.0
48,14,2,33.0,62.0,-29.0,0,1,0.0
49,15,2,33.0,56.0,-23.0,0,0,1.0
50,16,2,33.0,53.0,-20.0,0,1,0.0
51,17,2,33.0,48.0,-15.0,1,0,1.0
52,18,1,35.0,48.0,-13.0,0,1,0.0
53,19,1,37.0,48.0,-11.0,1,1,1.0
54,20,2,37.0,56.0,-19.0,1,1,1.0
55,21,2,37.0,55.0,-18.0,0,1,1.0
56,22,2,37.0,52.0,-15.0,0,1,1.0
57,23,1,42.0,52.0,-10.0,0,0,1.0
58,24,2,42.0,54.0,-12.0,1,1,0.0
59,25,2,42.0,49.0,-7.0,1,1,1.0
60,26,2,42.0,45.0,-3.0,1,1,1.0
61,28,2,42.0,52.0,-10.0,1,1,1.0
62,29,2,42.0,52.0,-10.0,1,1,1.0
63,30,2,42.0,54.0,-12.0,1,0,1.0
64,31,2,42.0,47.0,-5.0,1,0,0.0
65,32,2,42.0,49.0,-7.0,0,0,0.0
66,33,1,43.0,49.0,-6.0,1,0,0.0
67,34,2,43.0,54.0,-11.0,1,1,0.0
68,35,2,43.0,50.0,-7.0,1,0,1.0
69,36,2,43.0,49.0,-6.0,1,0,0.0
70,37,2,43.0,50.0,-7.0,1,0,0.0
71,39,2,43.0,48.0,-5.0,0,0,0.0
72,0,2,43.0,45.0,-2.0,1,0,0.0
73,1,1,63.0,45.0,18.0,1,1,0.0
74,2,2,63.0,40.0,23.0,0,1,1.0
75,3,1,58.0,40.0,18.0,1,0,1.0
76,4,1,55.0,40.0,15.0,0,0,0.0
77,5,1,52.0,40.0,12.0,0,0,0.0
78,6,2,52.0,33.0,19.0,0,1,0.0
79,9,1,46.0,33.0,13.0,1,0,1.0
80,10,1,47.0,33.0,14.0,1,1,0.0
81,11,1,40.0,33.0,7.0,1,1,1.0
82,12,1,34.0,33.0,1.0,1,1,1.0
83,13,2,34.0,38.0,-4.0,1,0,1.0
84,14,1,35.0,38.0,-3.0,1,1,0.0
85,15,2,35.0,37.0,-2.0,1,1,1.0
86,16,2,35.0,38.0,-3.0,1,0,1.0
87,17,1,38.0,38.0,0.0,0,0,0.0
88,18,1,37.0,38.0,-1.0,1,1,0.0
89,19,2,37.0,37.0,0.0,0,1,1.0
90,20,2,37.0,39.0,-2.0,0,1,1.0
91,21,1,45.0,39.0,6.0,0,0,1.0
92,22,1,47.0,39.0,8.0,1,1,0.0
93,24,1,49.0,39.0,10.0,0,0,1.0
94,25,2,49.0,34.0,15.0,0,0,0.0
95,26,1,51.0,34.0,17.0,0,1,0.0
96,27,1,55.0,34.0,21.0,1,0,1.0
97,28,1,59.0,34.0,25.0,0,1,0.0
98,29,2,59.0,34.0,25.0,1,0,1.0
99,31,1,60.0,34.0,26.0,0,0,0.0
100,32,1,59.0,34.0,25.0,0,0,0.0
101,34,1,63.0,34.0,29.0,0,0,0.0
102,35,1,62.0,34.0,28.0,1,1,0.0
103,36,2,62.0,29.0,33.0,0,1,1.0
104,37,1,64.0,29.0,35.0,1,1,1.0
105,38,2,64.0,35.0,29.0,0,0,1.0
106,0,1,68.0,35.0,33.0,0,1,0.0
107,1,2,68.0,35.0,33.0,0,1,1.0
108,2,1,67.0,35.0,32.0,1,1,1.0
109,3,1,66.0,35.0,31.0,0,0,1.0
110,5,1,64.0,35.0,29.0,0,0,0.0
111,6,1,63.0,35.0,28.0,0,0,0.0
112,7,1,63.0,35.0,28.0,0,1,0.0
113,8,1,66.0,35.0,31.0,1,1,1.0
114,9,1,67.0,35.0,32.0,0,0,1.0
115,10,1,69.0,35.0,34.0,1,1,0.0
116,14,1,69.0,35.0,34.0,0,0,1.0
117,15,1,70.0,35.0,35.0,0,1,0.0
118,16,1,66.0,35.0,31.0,1,0,1.0
119,17,1,66.0,35.0,31.0,0,1,0.0
120,19,1,62.0,35.0,27.0,0,1,1.0
121,20,1,63.0,35.0,28.0,0,0,1.0
122,21,1,64.0,35.0,29.0,0,1,0.0
123,23,1,70.0,35.0,35.0,1,0,1.0
124,24,1,73.0,35.0,38.0,1,1,0.0
125,25,1,69.0,35.0,34.0,1,0,1.0
126,26,1,61.0,35.0,26.0,0,1,0.0
127,27,2,61.0,50.0,11.0,0,0,1.0
128,28,1,62.0,50.0,12.0,1,0,0.0
129,29,2,62.0,50.0,12.0,0,1,0.0
130,30,1,61.0,50.0,11.0,1,1,1.0
131,31,2,61.0,55.0,6.0,1,0,1.0
132,32,1,61.0,55.0,6.0,1,0,0.0
133,33,1,58.0,55.0,3.0,1,0,0.0
134,34,1,59.0,55.0,4.0,1,0,0.0
135,35,1,62.0,55.0,7.0,1,0,0.0
136,36,1,63.0,55.0,8.0,0,0,0.0
137,37,1,67.0,55.0,12.0,0,0,0.0
138,38,1,66.0,55.0,11.0,0,0,0.0
139,39,1,68.0,55.0,13.0,1,1,0.0
