,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
46,10,2,52.0,74.0,-22.0,1,0,0.0
47,11,1,37.0,74.0,-37.0,0,1,0.0
48,12,2,37.0,71.0,-34.0,0,1,1.0
49,13,1,35.0,71.0,-36.0,0,0,1.0
50,15,2,35.0,70.0,-35.0,1,1,0.0
51,16,1,41.0,70.0,-29.0,0,0,1.0
52,17,2,41.0,72.0,-31.0,0,0,0.0
53,18,1,44.0,72.0,-28.0,1,1,0.0
54,19,2,44.0,72.0,-28.0,0,0,1.0
55,20,1,47.0,72.0,-25.0,1,0,0.0
56,21,1,53.0,72.0,-19.0,1,1,0.0
57,22,2,53.0,71.0,-18.0,0,1,1.0
58,24,1,48.0,71.0,-23.0,0,0,1.0
59,25,1,47.0,71.0,-24.0,1,1,0.0
60,26,2,47.0,76.0,-29.0,0,0,1.0
61,27,1,50.0,76.0,-26.0,1,1,0.0
62,28,2,50.0,67.0,-17.0,0,1,1.0
63,29,1,49.0,67.0,-18.0,1,0,1.0
64,30,2,49.0,61.0,-12.0,0,0,0.0
65,31,1,49.0,61.0,-12.0,0,0,0.0
66,32,1,45.0,61.0,-16.0,1,1,0.0
67,33,1,42.0,61.0,-19.0,1,0,1.0
68,34,1,42.0,61.0,-19.0,1,1,0.0
69,35,1,43.0,61.0,-18.0,0,1,1.0
70,36,1,44.0,61.0,-17.0,1,1,1.0
71,37,1,42.0,61.0,-19.0,1,0,1.0
72,38,1,43.0,61.0,-18.0,1,0,0.0
73,39,1,42.0,61.0,-19.0,1,1,0.0
74,0,2,42.0,65.0,-23.0,1,1,1.0
75,1,2,42.0,62.0,-20.0,0,1,1.0
76,2,2,42.0,61.0,-19.0,0,0,1.0
77,3,1,35.0,61.0,-26.0,1,0,0.0
78,5,2,35.0,54.0,-19.0,1,1,0.0
79,6,2,35.0,50.0,-15.0,0,0,1.0
80,7,2,35.0,53.0,-18.0,0,1,0.0
81,8,2,35.0,52.0,-17.0,0,1,1.0
82,10,2,35.0,51.0,-16.0,1,0,1.0
83,11,1,33.0,51.0,-18.0,0,0,0.0
84,12,2,33.0,57.0,-24.0,0,1,0.0
85,13,2,33.0,61.0,-28.0,0,0,1.0
86,14,1,39.0,61.0,-22.0,0,1,0.0
87,16,1,40.0,61.0,-21.0,1,0,1.0
88,17,1,41.0,61.0,-20.0,0,0,0.0
89,18,1,42.0,61.0,-19.0,1,1,0.0
90,19,2,42.0,59.0,-17.0,0,0,1.0
91,20,1,40.0,59.0,-19.0,1,1,0.0
92,21,1,42.0,59.0,-17.0,0,1,1.0
93,22,1,40.0,59.0,-19.0,1,0,1.0
94,24,2,40.0,58.0,-18.0,0,1,0.0
95,25,2,40.0,60.0,-20.0,0,0,1.0
96,26,1,39.0,60.0,-21.0,1,0,0.0
97,27,1,34.0,60.0,-26.0,1,0,0.0
98,28,2,34.0,57.0,-23.0,0,0,0.0
99,29,2,34.0,54.0,-20.0,1,1,0.0
100,30,2,34.0,50.0,-16.0,1,1,1.0
101,31,2,34.0,50.0,-16.0,1,1,1.0
102,32,1,34.0,50.0,-16.0,0,1,1.0
103,33,2,34.0,49.0,-15.0,1,0,1.0
104,35,2,34.0,43.0,-9.0,1,0,0.0
105,36,2,34.0,43.0,-9.0,0,0,0.0
106,38,1,26.0,43.0,-17.0,1,1,0.0
107,39,1,26.0,43.0,-17.0,0,0,1.0
108,0,1,24.0,43.0,-19.0,1,1,0.0
109,2,1,20.0,43.0,-23.0,1,0,1.0
110,3,2,20.0,40.0,-20.0,0,0,0.0
111,4,2,20.0,39.0,-19.0,1,0,0.0
112,5,2,20.0,31.0,-11.0,1,1,0.0
113,6,2,20.0,35.0,-15.0,1,1,1.0
114,7,2,20.0,33.0,-13.0,0,0,1.0
115,8,2,20.0,30.0,-10.0,1,0,0.0
116,9,2,20.0,32.0,-12.0,0,0,0.0
117,10,1,44.0,32.0,12.0,0,1,0.0
118,11,1,42.0,32.0,10.0,1,1,1.0
119,12,1,41.0,32.0,9.0,0,1,1.0
120,14,1,41.0,32.0,9.0,0,1,1.0
121,15,1,39.0,32.0,7.0,0,1,1.0
122,16,2,39.0,23.0,16.0,1,1,1.0
123,17,2,39.0,24.0,15.0,0,0,1.0
124,18,1,32.0,24.0,8.0,1,1,0.0
125,19,2,32.0,27.0,5.0,1,0,1.0
126,20,2,32.0,27.0,5.0,0,1,0.0
127,21,1,33.0,27.0,6.0,0,1,1.0
128,22,1,38.0,27.0,11.0,0,1,1.0
129,23,2,38.0,26.0,12.0,0,0,1.0
130,25,1,47.0,26.0,21.0,0,0,0.0
131,26,2,47.0,28.0,19.0,1,1,0.0
132,27,1,51.0,28.0,23.0,0,0,1.0
133,28,2,51.0,33.0,18.0,0,0,0.0
134,29,1,48.0,33.0,15.0,1,0,0.0
135,31,2,48.0,29.0,19.0,1,0,0.0
136,32,2,48.0,24.0,24.0,0,0,0.0
137,33,1,49.0,24.0,25.0,1,0,0.0
138,34,1,47.0,24.0,23.0,1,1,0.0
139,35,1,46.0,24.0,22.0,0,1,1.0
140,36,1,46.0,24.0,22.0,1,1,1.0
141,37,1,45.0,24.0,21.0,1,1,1.0
142,39,2,45.0,22.0,23.0,1,1,1.0
