,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
4,4,2,56.0,68.0,-12.0,0,0,1.0
5,5,2,56.0,71.0,-15.0,1,0,0.0
6,6,2,56.0,72.0,-16.0,1,0,0.0
7,8,2,56.0,71.0,-15.0,0,1,0.0
8,9,1,64.0,71.0,-7.0,1,0,1.0
9,10,2,64.0,66.0,-2.0,0,0,0.0
10,11,2,64.0,62.0,2.0,1,1,0.0
11,12,1,65.0,62.0,3.0,0,1,1.0
12,13,1,69.0,62.0,7.0,0,0,1.0
13,14,1,66.0,62.0,4.0,0,1,0.0
14,15,2,66.0,63.0,3.0,0,0,1.0
15,16,1,67.0,63.0,4.0,1,1,0.0
16,17,1,69.0,63.0,6.0,0,0,1.0
17,18,1,67.0,63.0,4.0,1,1,0.0
18,19,1,66.0,63.0,3.0,0,1,1.0
19,20,2,66.0,63.0,3.0,1,0,1.0
20,21,2,66.0,62.0,4.0,1,1,0.0
21,22,1,69.0,62.0,7.0,1,1,1.0
22,23,1,69.0,62.0,7.0,1,0,1.0
23,24,1,67.0,62.0,5.0,1,1,0.0
24,25,2,67.0,66.0,1.0,0,1,1.0
25,26,1,61.0,66.0,-5.0,1,0,1.0
26,27,2,61.0,69.0,-8.0,0,0,0.0
27,28,2,61.0,69.0,-8.0,1,0,0.0
28,30,2,61.0,72.0,-11.0,0,1,0.0
29,31,1,37.0,72.0,-35.0,1,1,1.0
30,33,2,37.0,73.0,-36.0,1,1,1.0
31,35,2,37.0,72.0,-35.0,0,0,1.0
32,36,2,37.0,70.0,-33.0,0,0,0.0
33,37,2,37.0,69.0,-32.0,1,0,0.0
34,38,2,37.0,69.0,-32.0,0,1,0.0
35,39,1,41.0,69.0,-28.0,0,1,1.0
36,0,2,41.0,60.0,-19.0,1,0,1.0
37,1,1,37.0,60.0,-23.0,0,1,0.0
38,2,1,36.0,60.0,-24.0,1,1,1.0
39,3,2,36.0,64.0,-28.0,1,0,1.0
40,4,2,36.0,63.0,-27.0,0,0,0.0
41,6,1,34.0,63.0,-29.0,0,0,0.0
42,7,2,34.0,56.0,-22.0,1,0,0.0
43,8,2,34.0,61.0,-27.0,0,1,0.0
44,9,1,29.0,61.0,-32.0,1,0,1.0
45,10,2,29.0,61.0,-32.0,0,0,0.0
46,11,2,29.0,60.0,-31.0,0,0,0.0
47,12,2,29.0,60.0,-31.0,0,1,0.0
48,14,2,29.0,62.0,-33.0,1,1,1.0
49,15,1,25.0,62.0,-37.0,1,0,1.0
50,16,2,25.0,53.0,-28.0,1,1,0.0
51,17,2,25.0,48.0,-23.0,0,1,1.0
52,18,1,35.0,48.0,-13.0,0,1,1.0
53,19,2,35.0,53.0,-18.0,1,0,1.0
54,20,2,35.0,56.0,-21.0,0,1,0.0
55,21,2,35.0,55.0,-20.0,1,1,1.0
56,22,2,35.0,52.0,-17.0,0,0,1.0
57,23,2,35.0,57.0,-22.0,1,0,0.0
58,24,2,35.0,54.0,-19.0,1,1,0.0
59,25,1,49.0,54.0,-5.0,1,0,1.0
60,26,1,43.0,54.0,-11.0,1,1,0.0
61,27,2,43.0,44.0,-1.0,0,1,1.0
62,29,1,53.0,44.0,9.0,0,0,1.0
63,30,2,53.0,54.0,-1.0,1,1,0.0
64,31,2,53.0,47.0,6.0,0,0,1.0
65,32,1,41.0,47.0,-6.0,0,0,0.0
66,33,2,41.0,51.0,-10.0,0,1,0.0
67,34,2,41.0,54.0,-13.0,1,1,1.0
68,35,2,41.0,50.0,-9.0,1,1,1.0
69,36,2,41.0,49.0,-8.0,0,0,1.0
70,37,1,43.0,49.0,-6.0,0,0,0.0
71,38,2,43.0,49.0,-6.0,0,1,0.0
72,39,2,43.0,48.0,-5.0,1,0,1.0
73,0,2,43.0,45.0,-2.0,0,1,0.0
74,1,2,43.0,43.0,0.0,1,0,1.0
75,2,1,63.0,43.0,20.0,1,1,0.0
76,3,1,58.0,43.0,15.0,0,0,1.0
77,4,1,55.0,43.0,12.0,1,0,0.0
78,5,1,52.0,43.0,9.0,1,0,0.0
79,6,2,52.0,33.0,19.0,1,0,0.0
80,7,1,51.0,33.0,18.0,0,1,0.0
81,8,1,45.0,33.0,12.0,0,0,1.0
82,9,1,46.0,33.0,13.0,0,1,0.0
83,10,2,46.0,40.0,6.0,0,0,1.0
84,11,1,40.0,40.0,0.0,1,1,0.0
85,13,2,40.0,38.0,2.0,0,1,1.0
86,14,1,35.0,38.0,-3.0,0,0,1.0
87,15,1,34.0,38.0,-4.0,1,1,0.0
88,16,2,34.0,38.0,-4.0,0,1,1.0
89,18,1,37.0,38.0,-1.0,1,0,1.0
90,19,2,37.0,37.0,0.0,1,1,0.0
91,20,1,43.0,37.0,6.0,1,1,1.0
92,21,1,45.0,37.0,8.0,1,0,1.0
93,22,1,47.0,37.0,10.0,1,1,0.0
94,23,2,47.0,38.0,9.0,0,1,1.0
95,24,1,49.0,38.0,11.0,1,1,1.0
96,25,1,52.0,38.0,14.0,1,0,1.0
97,26,1,51.0,38.0,13.0,1,1,0.0
98,27,1,55.0,38.0,17.0,0,0,1.0
99,28,1,59.0,38.0,21.0,0,0,0.0
100,30,1,65.0,38.0,27.0,1,0,0.0
101,31,1,60.0,38.0,22.0,0,0,0.0
102,32,1,59.0,38.0,21.0,0,0,0.0
103,33,1,61.0,38.0,23.0,1,1,0.0
104,34,2,61.0,31.0,30.0,1,1,1.0
105,35,1,62.0,31.0,31.0,0,0,1.0
106,36,1,61.0,31.0,30.0,1,1,0.0
107,37,1,64.0,31.0,33.0,0,1,1.0
108,38,1,62.0,31.0,31.0,0,0,1.0
109,39,1,65.0,31.0,34.0,0,0,0.0
110,0,2,65.0,32.0,33.0,1,0,0.0
111,1,1,71.0,32.0,39.0,1,0,0.0
112,2,1,67.0,32.0,35.0,1,1,0.0
113,3,1,66.0,32.0,34.0,0,0,1.0
114,4,1,66.0,32.0,34.0,1,0,0.0
115,5,1,64.0,32.0,32.0,1,1,0.0
116,6,1,63.0,32.0,31.0,1,1,1.0
117,7,1,63.0,32.0,31.0,0,0,1.0
118,8,1,66.0,32.0,34.0,1,1,0.0
119,9,1,67.0,32.0,35.0,1,0,1.0
120,10,1,69.0,32.0,37.0,0,1,0.0
121,11,1,65.0,32.0,33.0,0,0,1.0
122,12,2,65.0,48.0,17.0,1,0,0.0
123,13,1,71.0,48.0,23.0,1,1,0.0
124,14,1,69.0,48.0,21.0,1,0,1.0
125,15,1,70.0,48.0,22.0,0,1,0.0
126,16,1,66.0,48.0,18.0,0,0,1.0
127,17,1,66.0,48.0,18.0,0,1,0.0
128,18,1,64.0,48.0,16.0,0,1,1.0
129,19,1,62.0,48.0,14.0,0,0,1.0
130,20,1,63.0,48.0,15.0,1,1,0.0
131,21,1,64.0,48.0,16.0,0,1,1.0
132,22,1,63.0,48.0,15.0,1,0,1.0
133,23,1,70.0,48.0,22.0,0,1,0.0
134,25,1,69.0,48.0,21.0,1,0,1.0
135,27,1,59.0,48.0,11.0,0,0,0.0
136,28,1,62.0,48.0,14.0,1,1,0.0
137,29,1,58.0,48.0,10.0,1,0,1.0
138,30,1,61.0,48.0,13.0,0,1,0.0
139,31,1,60.0,48.0,12.0,0,0,1.0
140,32,1,61.0,48.0,13.0,1,1,0.0
141,33,1,58.0,48.0,10.0,0,0,1.0
142,34,1,59.0,48.0,11.0,0,1,0.0
143,35,1,62.0,48.0,14.0,1,1,1.0
144,36,1,63.0,48.0,15.0,1,1,1.0
145,37,1,67.0,48.0,19.0,0,1,1.0
146,39,1,68.0,48.0,20.0,1,0,1.0
