,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
67,33,1,24.0,51.0,-27.0,1,0,1.0
68,34,2,24.0,59.0,-35.0,1,1,0.0
69,35,2,24.0,57.0,-33.0,0,1,1.0
70,36,2,24.0,53.0,-29.0,0,0,1.0
71,37,2,24.0,49.0,-25.0,0,0,0.0
72,38,2,24.0,46.0,-22.0,1,1,0.0
73,39,2,24.0,48.0,-24.0,1,1,1.0
74,0,1,39.0,48.0,-9.0,0,0,1.0
75,1,2,39.0,46.0,-7.0,0,1,0.0
76,2,2,39.0,45.0,-6.0,1,0,1.0
77,3,2,39.0,45.0,-6.0,0,1,0.0
78,4,2,39.0,46.0,-7.0,1,1,1.0
79,5,2,39.0,38.0,1.0,0,0,1.0
80,6,2,39.0,41.0,-2.0,0,1,0.0
81,7,1,47.0,41.0,6.0,1,1,1.0
82,8,1,52.0,41.0,11.0,1,0,1.0
83,9,2,52.0,36.0,16.0,1,1,0.0
84,11,1,44.0,36.0,8.0,1,1,1.0
85,12,2,44.0,33.0,11.0,0,1,1.0
86,13,1,46.0,33.0,13.0,1,1,1.0
87,14,1,43.0,33.0,10.0,1,0,1.0
88,15,2,43.0,35.0,8.0,0,1,0.0
89,16,1,48.0,35.0,13.0,0,0,1.0
90,17,1,48.0,35.0,13.0,1,0,0.0
91,18,1,49.0,35.0,14.0,0,1,0.0
92,19,1,51.0,35.0,16.0,1,0,1.0
93,20,1,49.0,35.0,14.0,1,0,0.0
94,21,1,50.0,35.0,15.0,1,0,0.0
95,22,1,52.0,35.0,17.0,1,1,0.0
96,23,1,50.0,35.0,15.0,0,1,1.0
97,24,1,53.0,35.0,18.0,1,1,1.0
98,26,1,53.0,35.0,18.0,1,1,1.0
99,27,1,62.0,35.0,27.0,0,0,1.0
100,29,1,60.0,35.0,25.0,0,1,0.0
101,30,1,61.0,35.0,26.0,1,0,1.0
102,31,1,60.0,35.0,25.0,1,0,0.0
103,32,1,64.0,35.0,29.0,0,1,0.0
104,33,1,57.0,35.0,22.0,0,1,1.0
105,34,1,57.0,35.0,22.0,0,0,1.0
106,35,1,62.0,35.0,27.0,1,0,0.0
107,37,1,71.0,35.0,36.0,0,0,0.0
108,38,1,67.0,35.0,32.0,0,1,0.0
109,39,1,68.0,35.0,33.0,0,0,1.0
110,0,1,67.0,35.0,32.0,1,0,0.0
111,1,2,67.0,69.0,-2.0,0,1,0.0
112,2,2,67.0,74.0,-7.0,0,0,1.0
113,3,1,64.0,74.0,-10.0,1,1,0.0
114,4,2,64.0,71.0,-7.0,0,0,1.0
115,5,2,64.0,71.0,-7.0,1,0,0.0
116,6,1,66.0,71.0,-5.0,1,0,0.0
117,7,2,66.0,72.0,-6.0,0,0,0.0
118,8,2,66.0,68.0,-2.0,0,1,0.0
119,9,2,66.0,69.0,-3.0,1,1,1.0
120,11,1,67.0,69.0,-2.0,0,1,1.0
121,12,1,62.0,69.0,-7.0,0,1,1.0
122,13,2,62.0,65.0,-3.0,0,0,1.0
123,14,2,62.0,69.0,-7.0,1,1,0.0
124,15,2,62.0,70.0,-8.0,0,0,1.0
125,16,2,62.0,74.0,-12.0,1,1,0.0
126,18,2,62.0,71.0,-9.0,1,0,1.0
127,19,2,62.0,76.0,-14.0,1,0,0.0
128,20,2,62.0,72.0,-10.0,1,0,0.0
129,21,2,62.0,72.0,-10.0,1,0,0.0
130,23,2,62.0,71.0,-9.0,0,0,0.0
131,24,2,62.0,73.0,-11.0,1,0,0.0
132,25,2,62.0,70.0,-8.0,0,0,0.0
133,26,2,62.0,70.0,-8.0,0,0,0.0
134,27,2,62.0,68.0,-6.0,1,1,0.0
135,28,2,62.0,64.0,-2.0,0,0,1.0
136,29,2,62.0,60.0,2.0,0,0,0.0
137,30,2,62.0,54.0,8.0,0,1,0.0
138,31,1,55.0,54.0,1.0,0,1,1.0
139,32,1,56.0,54.0,2.0,1,1,1.0
140,33,2,56.0,57.0,-1.0,0,0,1.0
141,34,1,58.0,57.0,1.0,1,1,0.0
142,35,1,61.0,57.0,4.0,1,1,1.0
143,36,2,61.0,55.0,6.0,1,0,1.0
144,37,1,66.0,55.0,11.0,1,1,0.0
145,38,1,70.0,55.0,15.0,0,1,1.0
146,39,1,69.0,55.0,14.0,1,1,1.0
