,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
4,5,2,76.0,58.0,18.0,1,0,0.0
5,6,1,81.0,58.0,23.0,1,1,0.0
6,7,1,82.0,58.0,24.0,1,1,1.0
7,8,1,82.0,58.0,24.0,0,1,1.0
8,9,1,77.0,58.0,19.0,0,1,1.0
9,10,1,78.0,58.0,20.0,0,0,1.0
10,11,2,78.0,55.0,23.0,1,0,0.0
11,12,1,82.0,55.0,27.0,0,1,0.0
12,13,1,80.0,55.0,25.0,1,1,1.0
13,14,1,82.0,55.0,27.0,0,0,1.0
14,16,1,77.0,55.0,22.0,1,0,0.0
15,17,1,79.0,55.0,24.0,1,0,0.0
16,18,1,84.0,55.0,29.0,1,1,0.0
17,19,1,79.0,55.0,24.0,0,1,1.0
18,21,1,79.0,55.0,24.0,0,0,1.0
19,22,1,79.0,55.0,24.0,1,0,0.0
20,23,1,78.0,55.0,23.0,1,1,0.0
21,24,1,75.0,55.0,20.0,0,0,1.0
22,25,1,78.0,55.0,23.0,0,0,0.0
23,26,1,76.0,55.0,21.0,1,0,0.0
24,27,1,75.0,55.0,20.0,1,0,0.0
25,28,1,76.0,55.0,21.0,1,1,0.0
26,29,2,76.0,51.0,25.0,1,1,1.0
27,30,1,80.0,51.0,29.0,0,0,1.0
28,31,1,79.0,51.0,28.0,1,0,0.0
29,32,1,75.0,51.0,24.0,0,1,0.0
30,33,1,68.0,51.0,17.0,0,0,1.0
31,34,2,68.0,55.0,13.0,0,0,0.0
32,35,1,66.0,55.0,11.0,0,0,0.0
33,36,1,64.0,55.0,9.0,0,1,0.0
34,37,1,62.0,55.0,7.0,0,1,1.0
35,38,1,61.0,55.0,6.0,0,1,1.0
36,39,1,57.0,55.0,2.0,1,0,1.0
37,0,1,58.0,55.0,3.0,1,0,0.0
38,1,2,58.0,59.0,-1.0,0,1,0.0
39,2,1,51.0,59.0,-8.0,1,1,1.0
40,3,1,51.0,59.0,-8.0,1,1,1.0
41,4,1,50.0,59.0,-9.0,1,1,1.0
42,5,2,50.0,63.0,-13.0,0,0,1.0
43,6,2,50.0,64.0,-14.0,0,1,0.0
44,7,2,50.0,64.0,-14.0,0,1,1.0
45,8,2,50.0,62.0,-12.0,0,1,1.0
46,9,2,50.0,68.0,-18.0,1,0,1.0
47,10,2,50.0,65.0,-15.0,0,0,0.0
48,11,1,37.0,65.0,-28.0,1,0,0.0
49,12,2,37.0,68.0,-31.0,1,0,0.0
50,13,2,37.0,72.0,-35.0,0,1,0.0
51,14,2,37.0,70.0,-33.0,1,0,1.0
52,15,2,37.0,74.0,-37.0,0,0,0.0
53,18,2,37.0,75.0,-38.0,0,0,0.0
54,19,2,37.0,78.0,-41.0,1,1,0.0
55,20,2,37.0,73.0,-36.0,0,1,1.0
56,21,2,37.0,74.0,-37.0,0,1,1.0
57,22,2,37.0,73.0,-36.0,1,1,1.0
58,23,2,37.0,71.0,-34.0,1,0,1.0
59,24,2,37.0,72.0,-35.0,1,0,0.0
60,27,2,37.0,58.0,-21.0,0,0,0.0
61,28,2,37.0,60.0,-23.0,1,1,0.0
62,29,2,37.0,60.0,-23.0,0,1,1.0
63,30,2,37.0,56.0,-19.0,0,0,1.0
64,31,1,30.0,56.0,-26.0,1,1,0.0
65,32,2,30.0,51.0,-21.0,0,0,1.0
66,33,2,30.0,55.0,-25.0,0,0,0.0
67,34,2,30.0,59.0,-29.0,1,0,0.0
68,35,2,30.0,57.0,-27.0,0,1,0.0
69,36,2,30.0,53.0,-23.0,0,0,1.0
70,37,2,30.0,49.0,-19.0,1,1,0.0
71,38,2,30.0,46.0,-16.0,1,0,1.0
72,39,2,30.0,48.0,-18.0,0,1,0.0
73,0,2,30.0,47.0,-17.0,1,0,1.0
74,1,1,38.0,47.0,-9.0,1,0,0.0
75,2,2,38.0,45.0,-7.0,1,1,0.0
76,3,2,38.0,45.0,-7.0,1,1,1.0
77,4,2,38.0,46.0,-8.0,0,0,1.0
78,5,2,38.0,38.0,0.0,1,0,0.0
79,6,1,42.0,38.0,4.0,0,1,0.0
80,7,2,42.0,39.0,3.0,1,0,1.0
