,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
2,3,1,73.0,58.0,15.0,1,0,1.0
3,4,2,73.0,58.0,15.0,0,0,0.0
4,5,1,76.0,58.0,18.0,1,0,0.0
5,6,2,76.0,57.0,19.0,0,0,0.0
6,7,2,76.0,61.0,15.0,0,1,0.0
7,8,1,82.0,61.0,21.0,1,0,1.0
8,10,1,78.0,61.0,17.0,1,1,0.0
9,11,1,79.0,61.0,18.0,1,0,1.0
10,12,1,82.0,61.0,21.0,0,0,0.0
11,13,2,82.0,62.0,20.0,0,0,0.0
12,14,1,82.0,62.0,20.0,1,1,0.0
13,15,1,75.0,62.0,13.0,1,0,1.0
14,16,1,77.0,62.0,15.0,0,0,0.0
15,17,1,79.0,62.0,17.0,1,1,0.0
16,19,1,79.0,62.0,17.0,1,1,1.0
17,20,1,82.0,62.0,20.0,0,0,1.0
18,21,1,79.0,62.0,17.0,1,1,0.0
19,23,1,78.0,62.0,16.0,1,1,1.0
20,24,1,75.0,62.0,13.0,1,0,1.0
21,25,2,75.0,45.0,30.0,0,1,0.0
22,26,1,76.0,45.0,31.0,0,1,1.0
23,27,2,76.0,44.0,32.0,0,1,1.0
24,28,1,76.0,44.0,32.0,1,0,1.0
25,30,1,80.0,44.0,36.0,1,1,0.0
26,31,1,79.0,44.0,35.0,1,1,1.0
27,32,2,79.0,55.0,24.0,0,1,1.0
28,34,2,79.0,55.0,24.0,0,1,1.0
29,35,1,66.0,55.0,11.0,1,1,1.0
30,36,2,66.0,55.0,11.0,1,0,1.0
31,37,1,62.0,55.0,7.0,0,0,0.0
32,39,1,57.0,55.0,2.0,0,1,0.0
33,0,1,58.0,55.0,3.0,1,0,1.0
34,1,2,58.0,59.0,-1.0,1,0,0.0
35,2,1,51.0,59.0,-8.0,0,0,0.0
36,4,1,50.0,59.0,-9.0,0,0,0.0
37,6,1,49.0,59.0,-10.0,0,1,0.0
38,9,1,42.0,59.0,-17.0,0,1,1.0
39,12,1,35.0,59.0,-24.0,1,1,1.0
40,13,2,35.0,72.0,-37.0,0,0,1.0
41,14,1,32.0,72.0,-40.0,1,0,0.0
42,16,2,32.0,73.0,-41.0,0,0,0.0
43,17,1,44.0,73.0,-29.0,1,0,0.0
44,19,2,44.0,78.0,-34.0,0,1,0.0
45,20,2,44.0,73.0,-29.0,1,0,1.0
46,21,2,44.0,74.0,-30.0,1,0,0.0
47,24,1,39.0,74.0,-35.0,0,0,0.0
48,25,1,40.0,74.0,-34.0,0,0,0.0
49,26,1,39.0,74.0,-35.0,1,0,0.0
50,27,1,39.0,74.0,-35.0,0,0,0.0
51,29,1,34.0,74.0,-40.0,1,0,0.0
52,31,2,34.0,50.0,-16.0,1,1,0.0
53,33,1,24.0,50.0,-26.0,1,0,1.0
54,34,1,30.0,50.0,-20.0,0,1,0.0
55,35,1,34.0,50.0,-16.0,0,0,1.0
56,38,1,38.0,50.0,-12.0,1,1,0.0
57,0,1,39.0,50.0,-11.0,0,0,1.0
58,1,2,39.0,46.0,-7.0,0,1,0.0
59,3,1,41.0,46.0,-5.0,1,1,1.0
60,5,1,41.0,46.0,-5.0,1,0,1.0
61,6,2,41.0,41.0,0.0,1,0,0.0
62,8,1,52.0,41.0,11.0,0,1,0.0
63,12,2,52.0,33.0,19.0,0,1,1.0
64,15,1,48.0,33.0,15.0,1,1,1.0
65,16,2,48.0,31.0,17.0,0,0,1.0
66,19,2,48.0,31.0,17.0,1,0,0.0
67,21,1,50.0,31.0,19.0,1,1,0.0
68,23,2,50.0,40.0,10.0,1,0,1.0
69,24,1,53.0,40.0,13.0,0,1,0.0
70,27,1,62.0,40.0,22.0,0,0,1.0
71,29,1,60.0,40.0,20.0,1,1,0.0
72,37,2,60.0,62.0,-2.0,0,1,1.0
73,38,2,60.0,63.0,-3.0,1,1,1.0
74,0,1,67.0,63.0,4.0,0,0,1.0
75,1,1,64.0,63.0,1.0,1,0,0.0
76,2,2,64.0,74.0,-10.0,0,1,0.0
77,3,2,64.0,74.0,-10.0,1,0,1.0
78,5,1,64.0,74.0,-10.0,0,0,0.0
79,6,1,66.0,74.0,-8.0,1,1,0.0
80,9,1,67.0,74.0,-7.0,1,1,1.0
81,10,1,66.0,74.0,-8.0,1,0,1.0
82,11,1,67.0,74.0,-7.0,1,1,0.0
83,12,2,67.0,67.0,0.0,1,1,1.0
84,14,2,67.0,69.0,-2.0,1,1,1.0
85,15,2,67.0,70.0,-3.0,1,1,1.0
86,17,1,58.0,70.0,-12.0,0,0,1.0
87,18,1,53.0,70.0,-17.0,1,0,0.0
88,19,1,52.0,70.0,-18.0,0,1,0.0
89,22,2,52.0,71.0,-19.0,1,1,1.0
90,26,1,54.0,71.0,-17.0,1,0,1.0
91,28,1,54.0,71.0,-17.0,1,1,0.0
92,30,2,54.0,54.0,0.0,0,1,1.0
93,32,1,56.0,54.0,2.0,0,1,1.0
94,33,1,57.0,54.0,3.0,0,1,1.0
95,35,2,57.0,51.0,6.0,1,0,1.0
96,37,2,57.0,55.0,2.0,0,1,0.0
97,39,1,69.0,55.0,14.0,1,1,1.0
