,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
92,23,1,50.0,37.0,13.0,1,0,0.0
93,24,2,50.0,46.0,4.0,0,1,0.0
94,25,2,50.0,49.0,1.0,1,1,1.0
95,26,2,50.0,48.0,2.0,0,0,1.0
96,27,1,62.0,48.0,14.0,1,1,0.0
97,28,2,62.0,49.0,13.0,1,1,1.0
98,29,2,62.0,50.0,12.0,0,0,1.0
99,31,2,62.0,55.0,7.0,0,1,0.0
100,32,1,64.0,55.0,9.0,1,0,1.0
101,33,2,64.0,58.0,6.0,1,0,0.0
102,34,2,64.0,60.0,4.0,1,1,0.0
103,35,2,64.0,58.0,6.0,0,0,1.0
104,36,1,65.0,58.0,7.0,0,1,0.0
105,38,2,65.0,63.0,2.0,0,0,1.0
106,39,2,65.0,66.0,-1.0,1,1,0.0
107,1,1,64.0,66.0,-2.0,1,1,1.0
108,2,1,63.0,66.0,-3.0,1,0,1.0
109,3,2,63.0,74.0,-11.0,1,0,0.0
110,4,1,65.0,74.0,-9.0,0,1,0.0
111,5,2,65.0,71.0,-6.0,1,1,1.0
112,6,1,66.0,71.0,-5.0,1,0,1.0
113,7,2,66.0,72.0,-6.0,1,1,0.0
114,8,2,66.0,68.0,-2.0,0,1,1.0
115,10,2,66.0,69.0,-3.0,0,1,1.0
116,11,2,66.0,72.0,-6.0,0,0,1.0
117,12,2,66.0,67.0,-1.0,0,1,0.0
118,13,2,66.0,65.0,1.0,1,1,1.0
119,14,2,66.0,69.0,-3.0,1,1,1.0
120,15,2,66.0,70.0,-4.0,1,1,1.0
121,17,2,66.0,73.0,-7.0,1,1,1.0
122,18,1,53.0,73.0,-20.0,0,0,1.0
123,19,1,52.0,73.0,-21.0,1,1,0.0
124,20,1,51.0,73.0,-22.0,1,1,1.0
125,21,1,54.0,73.0,-19.0,1,0,1.0
126,22,2,54.0,71.0,-17.0,0,0,0.0
127,23,1,52.0,71.0,-19.0,0,1,0.0
128,24,2,52.0,73.0,-21.0,0,0,1.0
129,25,2,52.0,70.0,-18.0,0,1,0.0
130,26,2,52.0,70.0,-18.0,1,1,1.0
131,27,2,52.0,68.0,-16.0,1,0,1.0
132,29,2,52.0,60.0,-8.0,0,0,0.0
133,30,1,51.0,60.0,-9.0,0,1,0.0
134,31,2,51.0,56.0,-5.0,0,1,1.0
135,32,2,51.0,56.0,-5.0,0,0,1.0
136,33,1,57.0,56.0,1.0,1,0,0.0
137,34,1,58.0,56.0,2.0,0,0,0.0
138,35,2,58.0,51.0,7.0,0,0,0.0
139,36,2,58.0,55.0,3.0,0,1,0.0
140,37,2,58.0,55.0,3.0,0,0,1.0
141,38,1,70.0,55.0,15.0,1,1,0.0
142,39,2,70.0,53.0,17.0,1,0,1.0
