Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
40,0,0,1,0.8821632746648902,0.0,4.783997636149252,5.666194189037014,9.032922402132499,0.0,0.0,0.0,1.75,2.75,1.75,2.5,0,4,250,55,0,1,3303,ashamed,-0.7000000000000001,1,0,85
75,0,0,2,0.3782026175695137,1.5129399262250445,21.283555694031747,21.682691411037013,26.532688906027943,29.765678157162256,31.278638562293054,37.51613902398276,2.75,1.75,4.75,2.5,1,4,250,55,0,1,3378,jittery,0.0,0,0,86
77,0,0,2,0.8571760831237043,1.3402047378676798,42.533166503384564,43.390375499036054,46.78309107883979,51.015118552755666,52.355344135225096,58.7650725666399,1.75,2.75,4.75,1.75,0,4,250,55,0,1,3378,excited,0.0,0,1,87
82,0,0,2,0.5151319006145059,1.427159272136123,63.03270261958187,63.56497097663578,67.28162811695347,70.514682461755,71.94186221279688,76.26438341486482,1.75,1.75,2.75,1.75,0,4,250,55,0,1,3378,afraid,0.0,0,1,88
87,0,0,2,0.41922589001842425,1.438265056293858,80.53238501368287,80.95164418192417,85.78120994499568,89.01434876528674,90.45263430048635,96.76411078942147,2.75,1.75,4.75,2.5,0,4,250,55,0,1,3378,scared,0.0,0,0,89
0,0,1,0,0.5085621942562284,0.0,101.78173398558647,102.2903290923714,107.03116523881181,113.26395445491198,0.0,0.0,2.75,4.75,2.75,1.75,1,4,250,55,0,1,3378,determined,0.0,0,1,90
83,0,0,2,0.8613270843416103,1.42044328787415,123.28145550902718,124.14282501396065,127.52968252940809,131.76347557762438,133.18393934440428,136.53018353122934,1.75,2.75,1.75,2.5,0,4,250,55,0,1,3378,guilty,0.0,0,1,91
86,0,0,2,0.43325247822212987,1.1812781836379145,141.53126415924453,141.9806437763691,148.79604727848164,155.01294084046185,156.19423986870152,159.77973985206245,4.75,4.75,1.75,2.5,1,4,250,55,0,1,3464,afraid,0.0,0,1,92
83,0,0,2,0.7167964700211087,1.301631986004395,164.79721640462867,165.51404578717847,172.04619675621416,175.27946100980807,176.58111347471822,181.02939417909056,4.75,1.75,2.75,1.75,0,4,250,55,0,1,3464,alert,0.0,0,1,93
82,0,0,2,0.5570496624459338,1.3608939188989098,185.29570919367598,185.86215757714035,192.54487348972634,195.77887169270252,197.1397860905072,200.52906743082258,4.75,1.75,1.75,3.25,0,4,250,55,0,1,3464,scared,0.0,0,0,94
40,0,0,11,0.0,1.3447821391755497,0.0,0.0,0.0,205.5285978787515,206.8734004968328,211.27848350771546,4.75,4.75,2.75,1.75,1,4,250,55,0,1,3504,guilty,-2.499999999999999,2,0,94
81,0,0,2,0.804070987203886,1.4880017377818149,228.04588445288937,228.8611329004243,232.29475619313234,238.52793523984656,240.01595745653503,243.27721162134094,1.75,4.75,1.75,1.75,1,4,250,55,0,1,3585,active,0.0,0,0,95
84,0,0,2,0.7126114591919759,1.3681961118600157,247.54500733400891,248.277515513686,254.79430584003603,258.02733860884655,259.3955551996132,262.77667971831306,4.75,1.75,1.75,3.25,1,4,250,55,0,1,3669,jittery,0.0,0,1,96
84,0,0,2,0.6896238865965643,1.4560517180152601,268.54478791715246,269.2439216959756,272.7939986564379,276.0271085868426,277.4831807837645,283.77749887457503,1.75,1.75,4.75,3.25,1,4,250,55,0,1,3753,irritable,0.0,0,0,97
85,0,0,2,0.6953974754624141,1.5058867713942163,289.54445659770045,290.23988735138664,296.7938940677368,301.02684089827835,302.53274814857923,306.7765440455569,4.75,2.75,2.75,1.75,1,4,250,55,0,1,3838,inspired,0.0,0,0,98
83,0,0,2,0.7015506554889726,1.3465129724727376,311.0439287173149,311.74551228533255,315.2935724391955,319.526006931379,320.8725407484535,325.27602640462464,1.75,2.75,2.75,1.75,1,4,250,55,0,1,3921,inspired,0.0,0,1,99
79,0,0,2,0.7474899625931357,1.3135353504321756,329.54366011451384,330.2911829896357,333.7925541621371,337.02557742288354,338.3391332522224,341.7756294429628,1.75,1.75,1.75,1.75,1,4,250,55,0,1,4000,alert,0.0,0,0,100
52,0,0,11,0.0,1.3192555478635768,0.0,0.0,0.0,345.2755773314593,346.5948529925354,353.0247224285349,2.75,1.75,4.75,3.25,1,4,250,55,0,1,4052,afraid,4.699999999999991,2,0,100
74,0,0,2,0.7798821073229192,1.3954977855346442,366.2926340664417,367.0916983266907,371.5419940091888,374.77485087881996,376.17036950895636,380.52431449603046,2.75,1.75,2.75,1.75,0,4,250,55,0,1,4052,interested,0.0,0,1,101
47,0,0,1,0.3616128747953553,1.2865009996266963,384.7924974794487,385.15414326677364,389.0415315881646,392.2747720715988,393.5612935501322,397.02373724685276,1.75,1.75,1.75,2.5,0,4,250,55,0,1,4052,inspired,0.0,0,0,101
68,0,0,2,1.0378804916836089,1.350561213463152,402.0420388067969,403.07995257670336,406.2909441909569,410.52421612414037,411.87479818220436,415.29023876576593,1.75,2.75,1.75,1.75,0,4,250,55,0,1,4052,attentive,0.0,0,0,102
64,0,0,22,0.0,1.249829494819096,0.0,0.0,0.0,418.77367224460886,420.0235222183337,423.5402415999006,1.75,2.75,1.75,1.75,0,4,250,55,0,1,4052,inspired,-1.5500000000000007,2,0,102
65,0,0,2,0.6685181792345247,1.2103958974903435,435.3078370946869,435.9898234462271,439.556718342993,442.7898743509377,444.00029109302886,448.5396846467811,1.75,1.75,2.75,1.75,0,4,250,55,0,1,4052,jittery,0.0,0,1,103
