,run,choice,star_points,pentagon_points,diff_points,is_social,aff_feedback_curr,aff_feedback_prev
70,1,2,43.0,62.0,-19.0,0,1,0.0
71,2,2,43.0,61.0,-18.0,1,0,1.0
72,3,2,43.0,60.0,-17.0,0,1,0.0
73,5,1,37.0,60.0,-23.0,1,1,1.0
74,6,2,37.0,50.0,-13.0,0,0,1.0
75,7,2,37.0,53.0,-16.0,1,1,0.0
76,8,2,37.0,52.0,-15.0,1,0,1.0
77,9,1,33.0,52.0,-19.0,1,0,0.0
78,10,2,33.0,51.0,-18.0,0,0,0.0
79,11,1,33.0,51.0,-18.0,0,0,0.0
80,13,2,33.0,61.0,-28.0,0,1,0.0
81,14,1,39.0,61.0,-22.0,0,1,1.0
82,15,1,41.0,61.0,-20.0,1,0,1.0
83,16,1,40.0,61.0,-21.0,0,1,0.0
84,17,1,41.0,61.0,-20.0,0,0,1.0
85,18,2,41.0,56.0,-15.0,1,1,0.0
86,19,2,41.0,59.0,-18.0,1,1,1.0
87,20,1,40.0,59.0,-19.0,1,1,1.0
88,21,1,42.0,59.0,-17.0,1,1,1.0
89,23,2,42.0,61.0,-19.0,1,1,1.0
90,24,1,37.0,61.0,-24.0,0,0,1.0
91,25,2,37.0,60.0,-23.0,0,0,0.0
92,26,1,39.0,60.0,-21.0,1,0,0.0
93,27,2,39.0,57.0,-18.0,0,1,0.0
94,29,2,39.0,54.0,-15.0,1,1,1.0
95,30,2,39.0,50.0,-11.0,1,0,1.0
96,31,2,39.0,50.0,-11.0,1,1,0.0
97,32,1,34.0,50.0,-16.0,0,1,1.0
98,33,1,28.0,50.0,-22.0,0,1,1.0
99,34,2,28.0,44.0,-16.0,0,1,1.0
100,35,1,28.0,44.0,-16.0,0,0,1.0
101,36,1,25.0,44.0,-19.0,0,0,0.0
102,37,1,26.0,44.0,-18.0,1,1,0.0
103,38,1,26.0,44.0,-18.0,0,0,1.0
104,39,2,26.0,37.0,-11.0,1,0,0.0
105,0,2,26.0,35.0,-9.0,0,0,0.0
106,1,2,26.0,40.0,-14.0,0,0,0.0
107,2,1,20.0,40.0,-20.0,1,1,0.0
108,3,2,20.0,40.0,-20.0,1,1,1.0
109,4,2,20.0,39.0,-19.0,1,0,1.0
110,5,2,20.0,31.0,-11.0,0,0,0.0
111,7,1,30.0,31.0,-1.0,1,1,0.0
112,8,1,35.0,31.0,4.0,0,1,1.0
113,9,1,38.0,31.0,7.0,0,1,1.0
114,10,2,38.0,32.0,6.0,1,1,1.0
115,11,2,38.0,31.0,7.0,0,1,1.0
116,12,2,38.0,26.0,12.0,0,1,1.0
117,13,2,38.0,27.0,11.0,0,0,1.0
118,14,2,38.0,30.0,8.0,0,0,0.0
119,15,1,39.0,30.0,9.0,0,1,0.0
120,16,2,39.0,23.0,16.0,0,0,1.0
121,17,1,34.0,23.0,11.0,1,0,0.0
122,18,2,34.0,29.0,5.0,1,1,0.0
123,19,2,34.0,27.0,7.0,0,0,1.0
124,20,1,30.0,27.0,3.0,1,0,0.0
125,21,1,33.0,27.0,6.0,1,1,0.0
126,22,2,33.0,27.0,6.0,1,1,1.0
127,23,1,43.0,27.0,16.0,0,0,1.0
128,24,2,43.0,24.0,19.0,1,1,0.0
129,25,2,43.0,26.0,17.0,0,1,1.0
130,26,1,47.0,26.0,21.0,1,0,1.0
131,27,2,47.0,32.0,15.0,1,0,0.0
132,28,2,47.0,33.0,14.0,1,0,0.0
133,29,1,48.0,33.0,15.0,0,1,0.0
134,31,2,48.0,29.0,19.0,0,1,1.0
135,32,2,48.0,24.0,24.0,0,0,1.0
136,33,1,49.0,24.0,25.0,0,1,0.0
137,34,1,47.0,24.0,23.0,1,1,1.0
138,36,2,47.0,14.0,33.0,1,0,1.0
139,37,1,45.0,14.0,31.0,1,0,0.0
140,38,1,41.0,14.0,27.0,0,1,0.0
141,39,2,41.0,22.0,19.0,0,0,1.0
