Npoints,lapse1,lapse2,deckchoice,RT1,RT2,choice_onset,press1_onset,info_onset,partner_onset,press2_onset,aff_onset,fix1_list,fix2_list,fix3_list,fix4_list,soc_win,block,duration,frequency,stimaff,stiminf,point_total,word,rating,is_catch,partner,highval_count
67,0,0,1,0.7992551529141565,1.1320560346766797,4.783336094328661,5.599116627738113,9.0328042827241,13.26551633723011,14.397599799013733,19.015534347697212,1.75,2.75,2.75,1.75,0,4,250,55,0,1,3582,proud,0.0,0,1,104
69,0,0,2,0.9268175303832322,1.1090296984375527,23.28239497886443,24.2153704433058,27.53243474817009,30.765085731651197,31.87414212580552,38.51533522690079,1.75,1.75,4.75,3.25,1,4,250,55,0,1,3651,attentive,0.0,0,1,105
74,0,0,2,0.4478521101136721,1.1069960698787327,44.28200880519853,44.74820306737456,48.53192094703263,52.76476940568409,53.87179253697468,60.51459140375937,1.75,2.75,4.75,1.75,1,4,250,55,0,1,3725,upset,0.0,0,1,106
64,0,0,1,0.3538773335440055,1.0861500057962985,64.78169924458416,65.13561607316205,72.03143768140762,75.26415302716669,76.35032936298558,81.01393187326084,4.75,1.75,2.75,2.5,1,4,250,55,0,1,3789,jittery,0.0,0,0,106
71,0,0,2,0.3953782033495372,2.355401549302769,86.03100981853822,86.43039567075903,90.28089087631815,96.51351662686102,98.86894523757564,101.26361033614285,1.75,4.75,1.75,2.5,1,4,250,55,0,1,3860,excited,0.0,0,1,107
71,0,0,2,0.6732802563956284,1.2923188375589234,106.28049153764005,106.95381165476556,111.53042342699155,114.76320130655404,116.05554683983064,119.51297832417458,2.75,1.75,1.75,1.75,0,4,250,55,0,1,3860,scared,0.0,0,0,108
74,0,0,2,0.6684300467977664,1.2716402616761115,123.77995012654901,124.44841089170677,131.03014239056847,134.26267452325283,135.5343418463417,139.0125579580481,4.75,1.75,1.75,3.25,1,4,250,55,0,1,3934,interested,0.0,0,1,109
72,0,0,2,0.598667920268781,1.2195079138173242,144.77944217652748,145.37814154654552,152.02933530223436,156.26237977327673,157.48191474850591,161.01205000802656,4.75,2.75,1.75,1.75,1,4,250,55,0,1,4006,irritable,0.0,0,1,110
66,0,0,1,0.5396930577608146,0.9540113241037034,165.279104823112,165.82860983696992,169.52915592895442,173.76163832715156,174.71567671266712,178.51166730846126,1.75,2.75,1.75,3.25,1,4,250,55,0,1,4072,active,0.0,0,0,110
69,0,0,2,0.5130083111444037,1.248946341973351,184.2784736339563,184.79152070874534,189.52861360362567,193.761292745603,195.01026578329402,199.5277575121936,2.75,2.75,2.75,1.75,0,4,250,55,0,1,4072,hostile,0.0,0,0,111
