onset	duration	trial_type	choice_RT	partner_RT	points	trialn
4.7826666339979065	0.5784543000090707	partner-non_social_choice-choice_pentagon	0.5784543000090707			1
8.76553907950165	1.5	partner-non_social_feedback-informative			36.0	2
12.265394082589864	1.1327319648889898	partner-non_social_feedback-partner		1.1327319648889898		3
17.282516517397195	1.5	partner-non_social_feedback-affective				4
22.78215064246615	0.5745918602060556	partner-social_choice-choice_pentagon	0.5745918602060556			5
26.765046492263078	1.5	partner-social_feedback-informative			37.0	6
31.264802392796355	1.580714642786461	partner-social_feedback-partner		1.580714642786461		7
37.281697001434615	1.5	partner-social_feedback-affective				8
41.28184218119213	0.6763164275098461	partner-non_social_choice-choice_pentagon	0.6763164275098461			9
48.264291155261624	1.5	partner-non_social_feedback-informative			37.0	10
52.76412494820897	1.0098060332611567	partner-non_social_feedback-partner		1.0098060332611567		11
60.78102723638085	1.5	partner-non_social_feedback-affective				12
0.0	3.0	partner-non_social_choice-choice_star_lapse	0.0			13
0.0	1.5	partner-non_social_feedback-informative_lapse			0.0	14
64.01385205049019	3.0	partner-non_social_feedback-partner_lapse		0.0		15
0.0	1.5	partner-non_social_feedback-affective_lapse				16
73.03054150586877	1.6078500925750632	partner-non_social_choice-choice_pentagon	1.6078500925750632			17
78.0133269166563	1.5	partner-non_social_feedback-informative			40.0	18
82.51329820982755	1.4912641646260454	partner-non_social_feedback-partner		1.4912641646260454		19
88.53016758571175	1.5	partner-non_social_feedback-affective				20
92.529902093258	0.8690281111162221	partner-social_choice-choice_pentagon	0.8690281111162221			21
97.51269737773146	1.5	partner-social_feedback-informative			37.0	22
101.0127535114666	1.390070947921231	partner-social_feedback-partner		1.390070947921231		23
106.02954536062909	1.5	partner-social_feedback-affective				24
110.02928645063277	1.1403244639595869	partner-non_social_choice-choice_pentagon	1.1403244639595869			25
114.01229529928423	1.5	partner-non_social_feedback-informative			42.0	26
117.51216200451927	1.1944644457698814	partner-non_social_feedback-partner		1.1944644457698814		27
125.52898164628004	1.5	partner-non_social_feedback-affective				28
129.52864959786666	1.3314720825173936	partner-non_social_choice-choice_pentagon	1.3314720825173936			29
134.51159408471085	1.5	partner-non_social_feedback-informative			42.0	30
0.0	0.0	partner-non_social_feedback-partner		0.0		31
0.0	1.5	partner-non_social_feedback-affective				32
145.278255838914	1.767243204618353	partner-non_social_choice-choice_pentagon	1.767243204618353			33
149.26114620332962	1.5	partner-non_social_feedback-informative			47.0	34
155.76079861300286	1.7976292913508587	partner-non_social_feedback-partner		1.7976292913508587		35
160.77773417915478	1.5	partner-non_social_feedback-affective				36
166.27753981381147	0.16952351418376566	partner-non_social_choice-choice_pentagon	0.16952351418376566			37
170.27728163519942	1.5	partner-non_social_feedback-informative			47.0	38
174.76068890537724	1.1442040912897935	partner-non_social_feedback-partner		1.1442040912897935		39
179.77725329406258	1.5	partner-non_social_feedback-affective				40
