onset	duration	trial_type	choice_RT	partner_RT	points	trialn
4.8161092340878895	0.943138329753765	partner-social_choice-choice_pentagon	0.943138329753765			1
8.796459795116563	1.5	partner-social_feedback-informative			78.0	2
12.265828399824159	1.4842998671435907	partner-social_feedback-partner		1.4842998671435907		3
20.282386266602767	1.5	partner-social_feedback-affective				4
25.798934442505693	0.8198228507924341	partner-social_choice-choice_pentagon	0.8198228507924341			5
32.78192275019001	1.5	partner-social_feedback-informative			77.0	6
36.28187831843911	1.2526707504869137	partner-social_feedback-partner		1.2526707504869137		7
41.28175873669011	1.5	partner-social_feedback-affective				8
45.29829393047658	0.6189386772357466	partner-social_choice-choice_pentagon	0.6189386772357466			9
49.28146398779154	1.5	partner-social_feedback-informative			76.0	10
52.781356656772225	1.815803514386971	partner-social_feedback-partner		1.815803514386971		11
57.78135446261172	1.5	partner-social_feedback-affective				12
62.547820814611214	0.8141893436204555	partner-social_choice-choice_pentagon	0.8141893436204555			13
67.53094406316836	1.5	partner-social_feedback-informative			73.0	14
71.03088939200165	1.3089579163665803	partner-social_feedback-partner		1.3089579163665803		15
79.03075883944985	1.5	partner-social_feedback-affective				16
83.79721422064698	0.6271565398233179	partner-social_choice-choice_pentagon	0.6271565398233179			17
90.7804069509543	1.5	partner-social_feedback-informative			76.0	18
97.28009446592478	1.5311656733824748	partner-social_feedback-partner		1.5311656733824748		19
102.28007069585236	1.5	partner-social_feedback-affective				20
106.29657626847164	0.8084128503205648	partner-non_social_choice-choice_pentagon	0.8084128503205648			21
110.27987285571086	1.5	partner-non_social_feedback-informative			76.0	22
113.77961961301594	1.4444166111118193	partner-non_social_feedback-partner		1.4444166111118193		23
118.77960717943937	1.5	partner-non_social_feedback-affective				24
123.54614045333551	0.5384356586193917	partner-non_social_choice-choice_pentagon	0.5384356586193917			25
128.52922091576215	1.5	partner-non_social_feedback-informative			81.0	26
132.02916990152968	1.5734376388493274	partner-non_social_feedback-partner		1.5734376388493274		27
138.02908103802793	1.5	partner-non_social_feedback-affective				28
142.0456312252447	0.8656219293181948	partner-non_social_choice-choice_pentagon	0.8656219293181948			29
146.0319802554807	1.5	partner-non_social_feedback-informative			82.0	30
0.0	0.0	partner-non_social_feedback-partner		0.0		31
