17.015652	1.500000	1.000000
59.014500	1.500000	1.000000
75.514144	1.500000	1.000000
94.513590	1.500000	1.000000
111.013042	1.500000	1.000000
151.511792	1.500000	1.000000
188.277630	1.500000	1.000000
207.277027	1.500000	1.000000
228.526345	1.500000	1.000000
282.774849	1.500000	1.000000
337.523309	1.500000	1.000000
420.271068	1.500000	1.000000
438.770595	1.500000	1.000000
523.534700	1.500000	1.000000
576.033760	1.500000	1.000000
600.282691	1.500000	1.000000
637.281569	1.500000	1.000000
735.295644	1.500000	1.000000
