22.282798	1.500000	-1.176471
41.782118	1.500000	-10.176471
115.530230	1.500000	-10.176471
161.029316	1.500000	-9.176471
184.028937	1.500000	-7.176471
202.278304	1.500000	1.823529
218.794131	1.500000	-0.176471
239.294479	1.500000	-15.176471
258.793593	1.500000	-15.176471
355.041355	1.500000	-0.176471
397.790298	1.500000	2.823529
432.539167	1.500000	1.823529
472.538188	1.500000	1.823529
492.037718	1.500000	4.823529
700.799178	1.500000	13.823529
741.048412	1.500000	22.823529
761.064363	1.500000	18.823529
