16.265674	1.200909	1.000000
35.765053	1.067228	1.000000
55.764655	1.147547	1.000000
72.264197	1.287478	1.000000
110.513296	1.007680	1.000000
130.762805	1.951731	1.000000
155.012269	1.183814	1.000000
176.011617	1.096163	1.000000
197.261298	1.467202	1.000000
213.761110	1.116030	1.000000
234.276910	1.146903	1.000000
250.776611	1.154954	1.000000
272.025988	0.978074	1.000000
291.025511	1.034439	1.000000
312.024989	1.522289	1.000000
330.524637	1.360614	1.000000
347.024078	1.184697	1.000000
369.273629	1.073563	1.000000
391.773106	1.406871	1.000000
409.272620	1.208901	1.000000
427.522177	1.071146	1.000000
447.021773	1.877098	1.000000
467.521115	1.211414	1.000000
484.020829	1.400499	1.000000
505.286995	1.143875	1.000000
591.784990	1.091467	1.000000
612.284290	1.183655	1.000000
652.033345	1.257960	1.000000
671.532787	1.232550	1.000000
695.782438	1.055986	1.000000
713.031841	1.379371	1.000000
735.031752	1.263032	1.000000
756.030811	1.159661	1.000000
773.297581	1.114426	1.000000
